shipment_id,to_site,site_id,route_key,supplier_id,dispatch_dt,eta_dt,lead_days,delay_days,status,study_code,month
SHP-044-3,SITE-044,SITE-044,US->CA,SPLR-A,2025-09-23,2025-10-03,10,3.0,Quarantined,BLZ-137,2025-09
SHP-044-3,SITE-044,SITE-044,US->CA,SPLR-A,2025-09-30,2025-10-07,7,0.0,Quarantined,BLZ-137,2025-09
SHP-044-3,SITE-044,SITE-044,US->CA,SPLR-A,2025-09-19,2025-09-25,6,-1.0,Quarantined,BLZ-137,2025-09
SHP-045-1,SITE-045,SITE-045,DE->NL,SPLR-B,2025-07-04,2025-07-10,6,-1.0,Quarantined,BLZ-137,2025-07
SHP-045-1,SITE-045,SITE-045,DE->NL,SPLR-B,2025-07-13,2025-07-21,8,1.0,Quarantined,BLZ-137,2025-07
SHP-045-1,SITE-045,SITE-045,DE->NL,SPLR-B,2025-07-27,2025-08-01,5,-2.0,Quarantined,BLZ-137,2025-07
SHP-045-2,SITE-045,SITE-045,DE->NL,SPLR-B,2025-07-14,2025-07-20,6,-1.0,Quarantined,BLZ-137,2025-07
SHP-045-2,SITE-045,SITE-045,DE->NL,SPLR-B,2025-07-02,2025-07-12,10,3.0,Quarantined,BLZ-137,2025-07
SHP-045-2,SITE-045,SITE-045,DE->NL,SPLR-B,2025-08-01,2025-08-10,9,2.0,Quarantined,BLZ-137,2025-08
SHP-045-3,SITE-045,SITE-045,DE->NL,SPLR-B,2025-10-05,2025-10-12,7,0.0,Quarantined,BLZ-137,2025-10
SHP-045-3,SITE-045,SITE-045,DE->NL,SPLR-B,2025-09-10,2025-09-21,11,4.0,Quarantined,BLZ-137,2025-09
SHP-045-3,SITE-045,SITE-045,DE->NL,SPLR-B,2025-09-08,2025-09-17,9,2.0,Quarantined,BLZ-137,2025-09
SHP-046-1,SITE-046,SITE-046,DE->DE,SPLR-B,2025-07-11,2025-07-22,11,4.0,Quarantined,BLZ-137,2025-07
SHP-046-1,SITE-046,SITE-046,DE->DE,SPLR-B,2025-07-26,2025-07-31,5,-2.0,Quarantined,BLZ-137,2025-07
SHP-046-1,SITE-046,SITE-046,DE->DE,SPLR-B,2025-06-27,2025-07-10,13,6.0,Quarantined,BLZ-137,2025-06
SHP-046-2,SITE-046,SITE-046,DE->DE,SPLR-B,2025-08-06,2025-08-16,10,3.0,Quarantined,BLZ-137,2025-08
SHP-046-2,SITE-046,SITE-046,DE->DE,SPLR-B,2025-07-11,2025-07-21,10,3.0,Quarantined,BLZ-137,2025-07
SHP-046-2,SITE-046,SITE-046,DE->DE,SPLR-B,2025-08-08,2025-08-18,10,3.0,Quarantined,BLZ-137,2025-08
SHP-046-3,SITE-046,SITE-046,DE->DE,SPLR-B,2025-09-18,2025-09-23,5,-2.0,Quarantined,BLZ-137,2025-09
SHP-046-3,SITE-046,SITE-046,DE->DE,SPLR-B,2025-10-08,2025-10-20,12,5.0,Quarantined,BLZ-137,2025-10
SHP-046-3,SITE-046,SITE-046,DE->DE,SPLR-B,2025-09-17,2025-09-23,6,-1.0,Quarantined,BLZ-137,2025-09
SHP-047-1,SITE-047,SITE-047,JP->KR,SPLR-D,2025-07-11,2025-07-18,7,0.0,Quarantined,BLZ-137,2025-07
SHP-047-1,SITE-047,SITE-047,JP->KR,SPLR-D,2025-07-13,2025-07-21,8,1.0,Quarantined,BLZ-137,2025-07
SHP-047-1,SITE-047,SITE-047,JP->KR,SPLR-D,2025-08-02,2025-08-11,9,2.0,Quarantined,BLZ-137,2025-08
SHP-047-2,SITE-047,SITE-047,JP->KR,SPLR-D,2025-07-31,2025-08-08,8,1.0,In Transit,BLZ-137,2025-07
SHP-047-2,SITE-047,SITE-047,JP->KR,SPLR-D,2025-08-07,2025-08-15,8,1.0,Delivered,BLZ-137,2025-08
SHP-047-2,SITE-047,SITE-047,JP->KR,SPLR-D,2025-07-11,2025-07-18,7,0.0,Delivered,BLZ-137,2025-07
SHP-047-3,SITE-047,SITE-047,JP->KR,SPLR-D,2025-09-27,2025-10-02,5,-2.0,Quarantined,BLZ-137,2025-09
SHP-047-3,SITE-047,SITE-047,JP->KR,SPLR-D,2025-09-29,2025-10-12,13,6.0,Quarantined,BLZ-137,2025-09
SHP-047-3,SITE-047,SITE-047,JP->KR,SPLR-D,2025-09-09,2025-09-19,10,3.0,Quarantined,BLZ-137,2025-09
SHP-048-1,SITE-048,SITE-048,US->US,SPLR-A,2025-07-18,2025-07-24,6,-1.0,Quarantined,BLZ-137,2025-07
SHP-048-1,SITE-048,SITE-048,US->US,SPLR-A,2025-07-21,2025-07-31,10,3.0,Quarantined,BLZ-137,2025-07
SHP-048-1,SITE-048,SITE-048,US->US,SPLR-A,2025-07-20,2025-07-27,7,0.0,Quarantined,BLZ-137,2025-07
SHP-048-2,SITE-048,SITE-048,US->US,SPLR-A,2025-08-04,2025-08-17,13,6.0,Quarantined,BLZ-137,2025-08
SHP-048-2,SITE-048,SITE-048,US->US,SPLR-A,2025-07-31,2025-08-09,9,2.0,Quarantined,BLZ-137,2025-07
SHP-048-2,SITE-048,SITE-048,US->US,SPLR-A,2025-07-05,2025-07-15,10,3.0,Quarantined,BLZ-137,2025-07
SHP-048-3,SITE-048,SITE-048,US->US,SPLR-A,2025-09-27,2025-10-07,10,3.0,Quarantined,BLZ-137,2025-09
SHP-048-3,SITE-048,SITE-048,US->US,SPLR-A,2025-09-29,2025-10-11,12,5.0,Quarantined,BLZ-137,2025-09
SHP-048-3,SITE-048,SITE-048,US->US,SPLR-A,2025-09-10,2025-09-15,5,-2.0,Quarantined,BLZ-137,2025-09
SHP-049-1,SITE-049,SITE-049,US->BR,SPLR-A,2025-07-13,2025-07-26,13,6.0,Quarantined,BLZ-137,2025-07
SHP-049-1,SITE-049,SITE-049,US->BR,SPLR-A,2025-07-27,2025-08-03,7,0.0,Quarantined,BLZ-137,2025-07
SHP-049-1,SITE-049,SITE-049,US->BR,SPLR-A,2025-07-07,2025-07-19,12,5.0,Quarantined,BLZ-137,2025-07
SHP-049-2,SITE-049,SITE-049,US->BR,SPLR-A,2025-08-17,2025-08-27,10,3.0,Quarantined,BLZ-137,2025-08
SHP-049-2,SITE-049,SITE-049,US->BR,SPLR-A,2025-07-28,2025-08-06,9,2.0,Quarantined,BLZ-137,2025-07
SHP-049-2,SITE-049,SITE-049,US->BR,SPLR-A,2025-08-04,2025-08-16,12,5.0,Quarantined,BLZ-137,2025-08
SHP-049-3,SITE-049,SITE-049,US->BR,SPLR-A,2025-09-06,2025-09-11,5,-2.0,Quarantined,BLZ-137,2025-09
SHP-049-3,SITE-049,SITE-049,US->BR,SPLR-A,2025-09-27,2025-10-08,11,4.0,Quarantined,BLZ-137,2025-09
SHP-049-3,SITE-049,SITE-049,US->BR,SPLR-A,2025-09-28,2025-10-03,5,-2.0,Quarantined,BLZ-137,2025-09
SHP-050-1,SITE-050,SITE-050,DE->ES,SPLR-B,2025-07-15,2025-07-27,12,5.0,Quarantined,BLZ-137,2025-07
SHP-050-1,SITE-050,SITE-050,DE->ES,SPLR-B,2025-07-22,2025-07-29,7,0.0,Quarantined,BLZ-137,2025-07
SHP-050-1,SITE-050,SITE-050,DE->ES,SPLR-B,2025-07-17,2025-07-24,7,0.0,Quarantined,BLZ-137,2025-07
SHP-050-2,SITE-050,SITE-050,DE->ES,SPLR-B,2025-08-01,2025-08-09,8,1.0,Quarantined,BLZ-137,2025-08
SHP-050-2,SITE-050,SITE-050,DE->ES,SPLR-B,2025-07-25,2025-08-04,10,3.0,Quarantined,BLZ-137,2025-07
SHP-050-2,SITE-050,SITE-050,DE->ES,SPLR-B,2025-08-20,2025-08-25,5,-2.0,Quarantined,BLZ-137,2025-08
SHP-050-3,SITE-050,SITE-050,DE->ES,SPLR-B,2025-10-08,2025-10-15,7,0.0,Quarantined,BLZ-137,2025-10
SHP-050-3,SITE-050,SITE-050,DE->ES,SPLR-B,2025-09-02,2025-09-15,13,6.0,Quarantined,BLZ-137,2025-09
SHP-050-3,SITE-050,SITE-050,DE->ES,SPLR-B,2025-10-07,2025-10-19,12,5.0,Quarantined,BLZ-137,2025-10
SHP-051-1,SITE-051,SITE-051,DE->FR,SPLR-B,2025-08-03,2025-08-11,8,1.0,Quarantined,BLZ-137,2025-08
SHP-051-1,SITE-051,SITE-051,DE->FR,SPLR-B,2025-07-05,2025-07-12,7,0.0,Quarantined,BLZ-137,2025-07
SHP-051-1,SITE-051,SITE-051,DE->FR,SPLR-B,2025-07-04,2025-07-11,7,0.0,Quarantined,BLZ-137,2025-07
SHP-051-2,SITE-051,SITE-051,DE->FR,SPLR-B,2025-07-08,2025-07-16,8,1.0,Quarantined,BLZ-137,2025-07
SHP-051-2,SITE-051,SITE-051,DE->FR,SPLR-B,2025-07-28,2025-08-07,10,3.0,Quarantined,BLZ-137,2025-07
SHP-051-2,SITE-051,SITE-051,DE->FR,SPLR-B,2025-08-13,2025-08-23,10,3.0,Quarantined,BLZ-137,2025-08
SHP-051-3,SITE-051,SITE-051,DE->FR,SPLR-B,2025-09-13,2025-09-24,11,4.0,Quarantined,BLZ-137,2025-09
SHP-051-3,SITE-051,SITE-051,DE->FR,SPLR-B,2025-09-28,2025-10-10,12,5.0,Quarantined,BLZ-137,2025-09
SHP-051-3,SITE-051,SITE-051,DE->FR,SPLR-B,2025-09-21,2025-10-01,10,3.0,Quarantined,BLZ-137,2025-09
SHP-052-1,SITE-052,SITE-052,US->CA,SPLR-A,2025-07-28,2025-08-09,12,5.0,Quarantined,BLZ-137,2025-07
SHP-052-1,SITE-052,SITE-052,US->CA,SPLR-A,2025-07-17,2025-07-28,11,4.0,Quarantined,BLZ-137,2025-07
SHP-052-1,SITE-052,SITE-052,US->CA,SPLR-A,2025-07-21,2025-07-26,5,-2.0,Quarantined,BLZ-137,2025-07
SHP-052-2,SITE-052,SITE-052,US->CA,SPLR-A,2025-08-15,2025-08-20,5,-2.0,Delivered,BLZ-137,2025-08
SHP-052-2,SITE-052,SITE-052,US->CA,SPLR-A,2025-08-02,2025-08-08,6,-1.0,In Transit,BLZ-137,2025-08
SHP-052-2,SITE-052,SITE-052,US->CA,SPLR-A,2025-07-23,2025-08-04,12,5.0,Delivered,BLZ-137,2025-07
SHP-052-3,SITE-052,SITE-052,US->CA,SPLR-A,2025-09-04,2025-09-16,12,5.0,Quarantined,BLZ-137,2025-09
SHP-052-3,SITE-052,SITE-052,US->CA,SPLR-A,2025-10-09,2025-10-14,5,-2.0,Quarantined,BLZ-137,2025-10
SHP-052-3,SITE-052,SITE-052,US->CA,SPLR-A,2025-09-11,2025-09-23,12,5.0,Quarantined,BLZ-137,2025-09
SHP-053-1,SITE-053,SITE-053,DE->NL,SPLR-B,2025-07-14,2025-07-24,10,3.0,Quarantined,BLZ-137,2025-07
SHP-053-1,SITE-053,SITE-053,DE->NL,SPLR-B,2025-08-06,2025-08-14,8,1.0,Quarantined,BLZ-137,2025-08
SHP-053-1,SITE-053,SITE-053,DE->NL,SPLR-B,2025-07-11,2025-07-18,7,0.0,Quarantined,BLZ-137,2025-07
SHP-053-2,SITE-053,SITE-053,DE->NL,SPLR-B,2025-06-29,2025-07-11,12,5.0,Quarantined,BLZ-137,2025-06
SHP-053-2,SITE-053,SITE-053,DE->NL,SPLR-B,2025-06-23,2025-07-01,8,1.0,Quarantined,BLZ-137,2025-06
SHP-053-2,SITE-053,SITE-053,DE->NL,SPLR-B,2025-08-19,2025-08-31,12,5.0,Quarantined,BLZ-137,2025-08
SHP-053-3,SITE-053,SITE-053,DE->NL,SPLR-B,2025-09-30,2025-10-07,7,0.0,Quarantined,BLZ-137,2025-09
SHP-053-3,SITE-053,SITE-053,DE->NL,SPLR-B,2025-09-14,2025-09-23,9,2.0,Quarantined,BLZ-137,2025-09
SHP-053-3,SITE-053,SITE-053,DE->NL,SPLR-B,2025-09-15,2025-09-22,7,0.0,Quarantined,BLZ-137,2025-09
SHP-054-1,SITE-054,SITE-054,US->MX,SPLR-A,2025-07-26,2025-08-06,11,4.0,Quarantined,BLZ-137,2025-07
SHP-054-1,SITE-054,SITE-054,US->MX,SPLR-A,2025-07-22,2025-08-04,13,6.0,Quarantined,BLZ-137,2025-07
SHP-054-1,SITE-054,SITE-054,US->MX,SPLR-A,2025-07-26,2025-08-05,10,3.0,Quarantined,BLZ-137,2025-07
SHP-054-2,SITE-054,SITE-054,US->MX,SPLR-A,2025-08-15,2025-08-20,5,-2.0,Quarantined,BLZ-137,2025-08
SHP-054-2,SITE-054,SITE-054,US->MX,SPLR-A,2025-08-16,2025-08-21,5,-2.0,Quarantined,BLZ-137,2025-08
SHP-054-2,SITE-054,SITE-054,US->MX,SPLR-A,2025-08-07,2025-08-13,6,-1.0,Quarantined,BLZ-137,2025-08
SHP-054-3,SITE-054,SITE-054,US->MX,SPLR-A,2025-10-05,2025-10-12,7,0.0,Quarantined,BLZ-137,2025-10
SHP-054-3,SITE-054,SITE-054,US->MX,SPLR-A,2025-09-20,2025-09-28,8,1.0,Quarantined,BLZ-137,2025-09
SHP-054-3,SITE-054,SITE-054,US->MX,SPLR-A,2025-10-02,2025-10-08,6,-1.0,Quarantined,BLZ-137,2025-10
SHP-055-1,SITE-055,SITE-055,DE->IT,SPLR-B,2025-07-09,2025-07-16,7,0.0,Quarantined,BLZ-137,2025-07
SHP-055-1,SITE-055,SITE-055,DE->IT,SPLR-B,2025-07-25,2025-08-05,11,4.0,Quarantined,BLZ-137,2025-07
SHP-055-1,SITE-055,SITE-055,DE->IT,SPLR-B,2025-07-22,2025-08-02,11,4.0,Quarantined,BLZ-137,2025-07
SHP-055-2,SITE-055,SITE-055,DE->IT,SPLR-B,2025-08-09,2025-08-20,11,4.0,Quarantined,BLZ-137,2025-08
SHP-055-2,SITE-055,SITE-055,DE->IT,SPLR-B,2025-08-13,2025-08-24,11,4.0,Quarantined,BLZ-137,2025-08
SHP-055-2,SITE-055,SITE-055,DE->IT,SPLR-B,2025-07-27,2025-08-03,7,0.0,Quarantined,BLZ-137,2025-07
SHP-055-3,SITE-055,SITE-055,DE->IT,SPLR-B,2025-09-29,2025-10-08,9,2.0,Quarantined,BLZ-137,2025-09
SHP-055-3,SITE-055,SITE-055,DE->IT,SPLR-B,2025-09-16,2025-09-28,12,5.0,Quarantined,BLZ-137,2025-09
SHP-055-3,SITE-055,SITE-055,DE->IT,SPLR-B,2025-10-07,2025-10-13,6,-1.0,Quarantined,BLZ-137,2025-10
SHP-056-1,SITE-056,SITE-056,JP->JP,SPLR-D,2025-07-22,2025-07-28,6,-1.0,Quarantined,BLZ-137,2025-07
SHP-056-1,SITE-056,SITE-056,JP->JP,SPLR-D,2025-08-07,2025-08-18,11,4.0,Quarantined,BLZ-137,2025-08
SHP-056-1,SITE-056,SITE-056,JP->JP,SPLR-D,2025-07-31,2025-08-11,11,4.0,Quarantined,BLZ-137,2025-07
SHP-056-2,SITE-056,SITE-056,JP->JP,SPLR-D,2025-08-17,2025-08-26,9,2.0,Delivered,BLZ-137,2025-08
SHP-056-2,SITE-056,SITE-056,JP->JP,SPLR-D,2025-08-12,2025-08-21,9,2.0,Delivered,BLZ-137,2025-08
SHP-056-2,SITE-056,SITE-056,JP->JP,SPLR-D,2025-08-07,2025-08-16,9,2.0,Delivered,BLZ-137,2025-08
SHP-056-3,SITE-056,SITE-056,JP->JP,SPLR-D,2025-09-26,2025-10-05,9,2.0,Quarantined,BLZ-137,2025-09
SHP-056-3,SITE-056,SITE-056,JP->JP,SPLR-D,2025-10-06,2025-10-12,6,-1.0,Quarantined,BLZ-137,2025-10
SHP-056-3,SITE-056,SITE-056,JP->JP,SPLR-D,2025-10-09,2025-10-15,6,-1.0,Quarantined,BLZ-137,2025-10
SHP-057-1,SITE-057,SITE-057,DE->FR,SPLR-B,2025-07-25,2025-08-02,8,1.0,Quarantined,BLZ-137,2025-07
SHP-057-1,SITE-057,SITE-057,DE->FR,SPLR-B,2025-08-03,2025-08-08,5,-2.0,Quarantined,BLZ-137,2025-08
SHP-057-1,SITE-057,SITE-057,DE->FR,SPLR-B,2025-07-19,2025-07-29,10,3.0,Quarantined,BLZ-137,2025-07
SHP-057-2,SITE-057,SITE-057,DE->FR,SPLR-B,2025-08-11,2025-08-16,5,-2.0,Quarantined,BLZ-137,2025-08
SHP-057-2,SITE-057,SITE-057,DE->FR,SPLR-B,2025-08-02,2025-08-07,5,-2.0,Quarantined,BLZ-137,2025-08
SHP-057-2,SITE-057,SITE-057,DE->FR,SPLR-B,2025-08-03,2025-08-10,7,0.0,Quarantined,BLZ-137,2025-08
SHP-057-3,SITE-057,SITE-057,DE->FR,SPLR-B,2025-10-09,2025-10-19,10,3.0,Quarantined,BLZ-137,2025-10
SHP-057-3,SITE-057,SITE-057,DE->FR,SPLR-B,2025-10-09,2025-10-16,7,0.0,Quarantined,BLZ-137,2025-10
SHP-057-3,SITE-057,SITE-057,DE->FR,SPLR-B,2025-09-28,2025-10-10,12,5.0,Quarantined,BLZ-137,2025-09
SHP-058-1,SITE-058,SITE-058,DE->NL,SPLR-B,2025-07-13,2025-07-23,10,3.0,Quarantined,BLZ-137,2025-07
SHP-058-1,SITE-058,SITE-058,DE->NL,SPLR-B,2025-07-15,2025-07-20,5,-2.0,Quarantined,BLZ-137,2025-07
SHP-058-1,SITE-058,SITE-058,DE->NL,SPLR-B,2025-07-18,2025-07-28,10,3.0,Quarantined,BLZ-137,2025-07
SHP-058-2,SITE-058,SITE-058,DE->NL,SPLR-B,2025-08-07,2025-08-19,12,5.0,Delivered,BLZ-137,2025-08
SHP-058-2,SITE-058,SITE-058,DE->NL,SPLR-B,2025-07-25,2025-08-01,7,0.0,Delivered,BLZ-137,2025-07
SHP-058-2,SITE-058,SITE-058,DE->NL,SPLR-B,2025-08-10,2025-08-15,5,-2.0,In Transit,BLZ-137,2025-08
SHP-058-3,SITE-058,SITE-058,DE->NL,SPLR-B,2025-10-06,2025-10-17,11,4.0,Quarantined,BLZ-137,2025-10
SHP-058-3,SITE-058,SITE-058,DE->NL,SPLR-B,2025-09-28,2025-10-05,7,0.0,Quarantined,BLZ-137,2025-09
SHP-058-3,SITE-058,SITE-058,DE->NL,SPLR-B,2025-09-24,2025-10-07,13,6.0,Quarantined,BLZ-137,2025-09
SHP-059-1,SITE-059,SITE-059,DE->IT,SPLR-B,2025-07-09,2025-07-15,6,-1.0,Quarantined,BLZ-137,2025-07
SHP-059-1,SITE-059,SITE-059,DE->IT,SPLR-B,2025-07-19,2025-08-01,13,6.0,Quarantined,BLZ-137,2025-07
SHP-059-1,SITE-059,SITE-059,DE->IT,SPLR-B,2025-07-24,2025-07-31,7,0.0,Quarantined,BLZ-137,2025-07
SHP-059-2,SITE-059,SITE-059,DE->IT,SPLR-B,2025-08-15,2025-08-26,11,4.0,Quarantined,BLZ-137,2025-08
SHP-059-2,SITE-059,SITE-059,DE->IT,SPLR-B,2025-08-10,2025-08-21,11,4.0,Quarantined,BLZ-137,2025-08
SHP-059-2,SITE-059,SITE-059,DE->IT,SPLR-B,2025-08-12,2025-08-25,13,6.0,Quarantined,BLZ-137,2025-08
SHP-059-3,SITE-059,SITE-059,DE->IT,SPLR-B,2025-10-02,2025-10-07,5,-2.0,Quarantined,BLZ-137,2025-10
SHP-059-3,SITE-059,SITE-059,DE->IT,SPLR-B,2025-10-08,2025-10-21,13,6.0,Quarantined,BLZ-137,2025-10
SHP-059-3,SITE-059,SITE-059,DE->IT,SPLR-B,2025-09-22,2025-09-28,6,-1.0,Quarantined,BLZ-137,2025-09
SHP-060-1,SITE-060,SITE-060,US->US,SPLR-A,2025-07-29,2025-08-03,5,-2.0,Quarantined,BLZ-137,2025-07
SHP-060-1,SITE-060,SITE-060,US->US,SPLR-A,2025-07-18,2025-07-27,9,2.0,Quarantined,BLZ-137,2025-07
SHP-060-1,SITE-060,SITE-060,US->US,SPLR-A,2025-07-21,2025-08-02,12,5.0,Quarantined,BLZ-137,2025-07
SHP-060-2,SITE-060,SITE-060,US->US,SPLR-A,2025-07-21,2025-08-02,12,5.0,Quarantined,BLZ-137,2025-07
SHP-060-2,SITE-060,SITE-060,US->US,SPLR-A,2025-08-10,2025-08-17,7,0.0,Quarantined,BLZ-137,2025-08
SHP-060-2,SITE-060,SITE-060,US->US,SPLR-A,2025-08-17,2025-08-25,8,1.0,Quarantined,BLZ-137,2025-08
SHP-060-3,SITE-060,SITE-060,US->US,SPLR-A,2025-09-21,2025-09-26,5,-2.0,Quarantined,BLZ-137,2025-09
SHP-060-3,SITE-060,SITE-060,US->US,SPLR-A,2025-10-02,2025-10-13,11,4.0,Quarantined,BLZ-137,2025-10
SHP-060-3,SITE-060,SITE-060,US->US,SPLR-A,2025-09-15,2025-09-28,13,6.0,Quarantined,BLZ-137,2025-09
