shipment_id,direction,origin_type,origin_id,dest_type,dest_id,status,dispatch_dt,eta_dt,depot_id,site_id
INB-00376,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-24,2025-09-12,,
INB-00376,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-08-11,2025-08-28,,
INB-00377,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-20,2025-09-05,,
INB-00377,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-08-29,2025-09-08,,
INB-00377,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-08-23,2025-09-11,,
INB-00378,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-27,2025-08-10,,
INB-00378,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-15,2025-09-02,,
INB-00378,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-17,2025-09-05,,
INB-00379,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-05-28,2025-06-11,,
INB-00379,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-05-25,2025-06-02,,
INB-00379,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-05-23,2025-06-05,,
INB-00380,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-06,2025-06-21,,
INB-00380,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-05-25,2025-06-05,,
INB-00380,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-03,2025-06-22,,
INB-00381,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-06-01,2025-06-12,,
INB-00381,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-05-24,2025-06-07,,
INB-00381,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-13,2025-06-28,,
INB-00382,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-24,2025-07-13,,
INB-00382,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-19,2025-07-30,,
INB-00382,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-06-19,2025-07-09,,
INB-00383,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-05,2025-07-14,,
INB-00383,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-12,2025-07-19,,
INB-00383,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-17,2025-08-01,,
INB-00384,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-15,2025-08-02,,
INB-00384,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-14,2025-07-03,,
INB-00384,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-19,2025-06-29,,
INB-00385,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-16,2025-09-03,,
INB-00385,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-08-19,2025-08-27,,
INB-00385,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-23,2025-09-04,,
INB-00386,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-09-15,2025-09-27,,
INB-00386,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-08-18,2025-08-31,,
INB-00386,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-05,2025-08-21,,
INB-00387,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-09-16,2025-10-05,,
INB-00387,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-16,2025-08-23,,
INB-00387,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-02,2025-08-12,,
INB-00388,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-04,2025-06-11,,
INB-00388,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-03,2025-06-23,,
INB-00388,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-06-18,2025-07-01,,
INB-00389,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-01,2025-06-09,,
INB-00389,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-06-16,2025-06-28,,
INB-00389,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-06-05,2025-06-23,,
INB-00390,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-06-27,2025-07-07,,
INB-00390,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-05-21,2025-06-06,,
INB-00390,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-06-06,2025-06-14,,
INB-00391,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-22,2025-07-12,,
INB-00391,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-12,2025-07-19,,
INB-00391,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-14,2025-07-26,,
INB-00392,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-20,2025-08-06,,
INB-00392,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-12,2025-07-21,,
INB-00392,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-23,2025-08-12,,
INB-00393,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-22,2025-08-02,,
INB-00393,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-06-16,2025-06-30,,
INB-00393,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-24,2025-07-02,,
INB-00394,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-09-06,2025-09-13,,
INB-00394,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-09-11,2025-09-24,,
INB-00394,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-09-04,2025-09-13,,
INB-00395,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-08,2025-08-22,,
INB-00395,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-09-03,2025-09-20,,
INB-00395,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-31,2025-09-07,,
INB-00396,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-09-12,2025-09-21,,
INB-00396,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-09-15,2025-09-22,,
INB-00396,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-17,2025-08-24,,
INB-00397,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-07-01,2025-07-08,,
INB-00397,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-05-26,2025-06-07,,
INB-00397,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-06-15,2025-06-22,,
INB-00398,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-21,2025-06-29,,
INB-00398,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-06-02,2025-06-14,,
INB-00398,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-05-28,2025-06-14,,
INB-00399,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-29,2025-07-11,,
INB-00399,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-05-22,2025-06-11,,
INB-00399,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-25,2025-07-14,,
INB-00400,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-07-04,2025-07-14,,
INB-00400,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-29,2025-07-19,,
INB-00400,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-05-18,2025-06-06,,
INB-00401,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-19,2025-08-07,,
INB-00401,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-21,2025-07-04,,
INB-00401,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-06-14,2025-07-01,,
INB-00402,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-13,2025-07-02,,
INB-00402,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-06-24,2025-07-11,,
INB-00402,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-11,2025-06-27,,
INB-00403,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-03,2025-08-19,,
INB-00403,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-02,2025-08-22,,
INB-00403,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-04,2025-08-22,,
INB-00404,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-31,2025-09-17,,
INB-00404,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-08-15,2025-09-02,,
INB-00404,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-12,2025-08-31,,
INB-00405,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-01,2025-08-11,,
INB-00405,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-09-03,2025-09-22,,
INB-00405,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-09-01,2025-09-13,,
INB-00406,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-06-09,2025-06-17,,
INB-00406,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-13,2025-07-02,,
INB-00406,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-26,2025-07-11,,
INB-00407,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-22,2025-06-29,,
INB-00407,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-04,2025-06-23,,
INB-00407,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-03,2025-07-10,,
INB-00408,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-27,2025-07-09,,
INB-00408,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-05-24,2025-06-04,,
INB-00408,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-27,2025-07-17,,
INB-00409,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-06-27,2025-07-11,,
INB-00409,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-06,2025-06-15,,
INB-00409,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-10,2025-07-25,,
INB-00410,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-05,2025-07-24,,
INB-00410,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-05,2025-07-23,,
INB-00410,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-11,2025-07-21,,
INB-00411,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-07-25,2025-08-01,,
INB-00411,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-22,2025-07-03,,
INB-00411,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-06-28,2025-07-05,,
INB-00412,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-26,2025-09-10,,
INB-00412,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-08-24,2025-09-02,,
INB-00412,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-20,2025-08-27,,
INB-00413,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-09-08,2025-09-23,,
INB-00413,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-09-02,2025-09-16,,
INB-00413,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-08-08,2025-08-22,,
INB-00414,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-26,2025-09-11,,
INB-00414,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-30,2025-09-07,,
INB-00414,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-22,2025-08-29,,
INB-00415,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-05-24,2025-05-31,,
INB-00415,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-28,2025-07-05,,
INB-00415,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-05-28,2025-06-13,,
INB-00416,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-24,2025-07-01,,
INB-00416,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-16,2025-06-28,,
INB-00416,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-09,2025-06-18,,
INB-00417,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-25,2025-07-13,,
INB-00417,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-23,2025-07-04,,
INB-00417,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-20,2025-07-01,,
INB-00418,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-21,2025-07-10,,
INB-00418,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-29,2025-07-18,,
INB-00418,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-07-08,2025-07-15,,
INB-00419,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-15,2025-06-29,,
INB-00419,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-06-28,2025-07-09,,
INB-00419,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-20,2025-07-29,,
INB-00420,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-22,2025-07-03,,
INB-00420,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-07-09,2025-07-21,,
INB-00420,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-30,2025-08-07,,
INB-00421,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-21,2025-08-31,,
INB-00421,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-09-16,2025-10-04,,
INB-00421,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-07,2025-08-19,,
INB-00422,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-06,2025-08-19,,
INB-00422,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-09-12,2025-09-19,,
INB-00422,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-09-01,2025-09-17,,
INB-00423,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-09-07,2025-09-20,,
INB-00423,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-08-18,2025-09-05,,
INB-00423,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-16,2025-09-02,,
INB-00424,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-23,2025-07-05,,
INB-00424,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-14,2025-06-21,,
INB-00424,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-06-13,2025-06-22,,
INB-00425,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-05-25,2025-06-02,,
INB-00425,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-05-16,2025-06-02,,
INB-00425,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-06,2025-06-16,,
INB-00426,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-05-22,2025-06-06,,
INB-00426,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-09,2025-06-29,,
INB-00426,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-05-25,2025-06-01,,
INB-00427,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-06-13,2025-07-02,,
INB-00427,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-04-24,2025-05-10,,
INB-00427,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-03,2025-07-19,,
INB-00428,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-16,2025-06-24,,
INB-00428,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-05-09,2025-05-20,,
INB-00428,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-07-12,2025-07-24,,
INB-00429,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-16,2025-07-06,,
INB-00429,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-04-18,2025-05-05,,
INB-00429,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-06-12,2025-06-30,,
INB-00430,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-04,2025-08-23,,
INB-00430,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-08-04,2025-08-20,,
INB-00430,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-26,2025-09-05,,
INB-00431,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-12,2025-08-21,,
INB-00431,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-14,2025-08-23,,
INB-00431,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-08-06,2025-08-15,,
INB-00432,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-09-01,2025-09-20,,
INB-00432,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-20,2025-09-07,,
INB-00432,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-30,2025-08-07,,
INB-00433,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-18,2025-06-26,,
INB-00433,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-06-02,2025-06-10,,
INB-00433,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-05-25,2025-06-14,,
INB-00434,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-05-29,2025-06-14,,
INB-00434,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-18,2025-06-25,,
INB-00434,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-08,2025-06-28,,
INB-00435,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-05-28,2025-06-16,,
INB-00435,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-01,2025-06-10,,
INB-00435,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-22,2025-07-03,,
INB-00436,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-07-08,2025-07-25,,
INB-00436,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-07,2025-07-20,,
INB-00436,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-05-27,2025-06-05,,
INB-00437,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-04,2025-07-15,,
INB-00437,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-26,2025-07-03,,
INB-00437,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-06-03,2025-06-22,,
INB-00438,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-03,2025-07-10,,
INB-00438,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-08,2025-07-18,,
INB-00438,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-05-24,2025-06-01,,
INB-00439,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-07-30,2025-08-09,,
INB-00439,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-09-02,2025-09-13,,
INB-00439,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-17,2025-08-05,,
INB-00440,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-08-13,2025-08-29,,
INB-00440,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-12,2025-08-21,,
INB-00440,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-08-21,2025-09-08,,
INB-00441,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-02,2025-08-09,,
INB-00441,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-01,2025-08-16,,
INB-00441,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-16,2025-08-04,,
INB-00442,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-11,2025-06-25,,
INB-00442,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-02,2025-06-16,,
INB-00442,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-06-11,2025-06-30,,
INB-00443,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-06-12,2025-06-28,,
INB-00443,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-04,2025-07-22,,
INB-00443,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-06-09,2025-06-25,,
INB-00444,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-06-17,2025-07-04,,
INB-00444,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-06-25,2025-07-07,,
INB-00444,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-05-23,2025-06-09,,
INB-00445,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-29,2025-07-18,,
INB-00445,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-05,2025-07-21,,
INB-00445,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-07-10,2025-07-17,,
INB-00446,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-14,2025-08-02,,
INB-00446,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-21,2025-06-28,,
INB-00446,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-07,2025-07-22,,
INB-00447,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-26,2025-08-02,,
INB-00447,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-04,2025-07-22,,
INB-00447,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-06-13,2025-06-28,,
INB-00448,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-25,2025-08-12,,
INB-00448,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-27,2025-09-13,,
INB-00448,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-08-08,2025-08-26,,
INB-00449,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,In Transit,2025-07-27,2025-08-09,,
INB-00449,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-16,2025-09-02,,
INB-00449,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-08-17,2025-09-02,,
INB-00450,INBOUND,SUPPLIER,SPLR-A,DEPOT,DEPOT-NJ,Received,2025-07-14,2025-07-23,,
