lot_id,shipment_id,ndc,qty,unit_cost_usd,total_loss_usd,event_type,event_dt
LOT-005-C,,NDC-0006-5332-01,1,1622,1622,ExpirySoon,2025-06-09
LOT-024-A,SHP-024-1,NDC-0006-5332-01,27,1622,43794,Quarantine,2025-07-29
LOT-038-A,SHP-038-1,NDC-0006-5333-01,40,2203,88120,Quarantine,2025-08-06
LOT-050-A,SHP-050-1,NDC-0006-5331-01,33,1416,46728,Quarantine,2025-07-27
LOT-005-B,,NDC-0006-5331-01,1,1510,1510,ExpirySoon,2025-08-24
LOT-048-C,SHP-048-3,NDC-0006-5333-01,26,2203,57278,Quarantine,2025-09-15
LOT-017-C,SHP-017-3,NDC-0006-5333-01,26,2203,57278,Quarantine,2025-09-16
LOT-034-C,SHP-034-3,NDC-0006-5331-01,29,1507,43703,Quarantine,2025-10-08
LOT-029-C,SHP-029-3,NDC-0006-5331-01,28,1416,39648,Quarantine,2025-10-28
LOT-032-A,SHP-032-1,NDC-0006-5333-01,29,2312,67048,Quarantine,2025-07-31
LOT-003-A,SHP-003-1,NDC-0006-5333-01,22,2312,50864,Quarantine,2025-07-23
LOT-029-C,SHP-029-3,NDC-0006-5333-01,19,2262,42978,Quarantine,2025-09-23
LOT-005-B,,NDC-0006-5333-01,1,2262,2262,ExpirySoon,2025-06-20
LOT-029-A,SHP-029-1,NDC-0006-5333-01,30,2203,66090,Quarantine,2025-07-27
LOT-027-B,SHP-027-2,NDC-0006-5331-01,23,1416,32568,Quarantine,2025-08-27
LOT-005-A,,NDC-0006-5331-01,1,1416,1416,ExpirySoon,2025-05-16
LOT-031-C,SHP-031-3,NDC-0006-5331-01,30,1510,45300,Quarantine,2025-10-10
LOT-005-B,,NDC-0006-5331-01,1,1510,1510,ExpirySoon,2025-08-11
LOT-021-A,SHP-021-1,NDC-0006-5331-01,29,1507,43703,Quarantine,2025-06-29
LOT-027-C,SHP-027-3,NDC-0006-5332-01,25,1701,42525,Quarantine,2025-10-09
LOT-059-B,SHP-059-2,NDC-0006-5332-01,9,1622,14598,Quarantine,2025-08-21
LOT-022-C,SHP-022-3,NDC-0006-5333-01,27,2203,59481,Quarantine,2025-10-08
LOT-009-C,SHP-009-3,NDC-0006-5331-01,33,1510,49830,Quarantine,2025-10-05
LOT-059-C,SHP-059-3,NDC-0006-5332-01,27,1701,45927,Quarantine,2025-10-21
LOT-005-C,,NDC-0006-5333-01,1,2262,2262,ExpirySoon,2025-07-22
LOT-005-B,,NDC-0006-5331-01,1,1507,1507,ExpirySoon,2025-08-24
LOT-009-A,SHP-009-1,NDC-0006-5333-01,26,2312,60112,Quarantine,2025-07-18
LOT-042-B,SHP-042-2,NDC-0006-5333-01,14,2312,32368,Quarantine,2025-08-27
LOT-029-A,SHP-029-1,NDC-0006-5332-01,34,1622,55148,Quarantine,2025-07-18
LOT-054-B,SHP-054-2,NDC-0006-5333-01,17,2312,39304,Quarantine,2025-08-13
LOT-036-B,SHP-036-2,NDC-0006-5331-01,15,1416,21240,Quarantine,2025-08-06
LOT-005-C,,NDC-0006-5333-01,1,2262,2262,ExpirySoon,2025-08-05
LOT-058-C,SHP-058-3,NDC-0006-5331-01,35,1510,52850,Quarantine,2025-10-17
LOT-040-B,SHP-040-2,NDC-0006-5331-01,17,1507,25619,Quarantine,2025-08-26
LOT-051-B,SHP-051-2,NDC-0006-5332-01,12,1622,19464,Quarantine,2025-08-07
LOT-005-A,,NDC-0006-5331-01,1,1507,1507,ExpirySoon,2025-04-21
LOT-060-A,SHP-060-1,NDC-0006-5332-01,29,1622,47038,Quarantine,2025-07-27
LOT-022-B,SHP-022-2,NDC-0006-5333-01,13,2312,30056,Quarantine,2025-08-15
LOT-027-A,SHP-027-1,NDC-0006-5331-01,29,1510,43790,Quarantine,2025-08-01
LOT-017-C,SHP-017-3,NDC-0006-5331-01,33,1416,46728,Quarantine,2025-09-28
LOT-013-B,SHP-013-2,NDC-0006-5332-01,13,1814,23582,Quarantine,2025-08-04
LOT-049-A,SHP-049-1,NDC-0006-5332-01,38,1701,64638,Quarantine,2025-08-03
LOT-010-C,SHP-010-3,NDC-0006-5333-01,30,2312,69360,Quarantine,2025-10-20
LOT-040-C,SHP-040-3,NDC-0006-5332-01,30,1814,54420,Quarantine,2025-10-11
LOT-010-A,SHP-010-1,NDC-0006-5332-01,35,1814,63490,Quarantine,2025-07-27
LOT-009-A,SHP-009-1,NDC-0006-5332-01,21,1701,35721,Quarantine,2025-07-14
LOT-005-C,,NDC-0006-5331-01,1,1510,1510,ExpirySoon,2025-09-21
LOT-042-B,SHP-042-2,NDC-0006-5333-01,14,2262,31668,Quarantine,2025-08-27
LOT-040-A,SHP-040-1,NDC-0006-5332-01,27,1814,48978,Quarantine,2025-07-28
LOT-059-C,SHP-059-3,NDC-0006-5333-01,26,2262,58812,Quarantine,2025-09-28
LOT-005-A,,NDC-0006-5333-01,1,2203,2203,ExpirySoon,2025-07-05
LOT-007-C,SHP-007-3,NDC-0006-5333-01,24,2312,55488,Quarantine,2025-09-06
LOT-005-C,,NDC-0006-5332-01,1,1814,1814,ExpirySoon,2025-10-06
LOT-005-C,,NDC-0006-5332-01,1,1814,1814,ExpirySoon,2025-07-27
LOT-023-C,SHP-023-3,NDC-0006-5333-01,33,2262,74646,Quarantine,2025-10-18
LOT-034-A,SHP-034-1,NDC-0006-5333-01,34,2262,76908,Quarantine,2025-08-02
LOT-014-B,SHP-014-2,NDC-0006-5333-01,9,2203,19827,Quarantine,2025-08-23
LOT-017-A,SHP-017-1,NDC-0006-5332-01,37,1814,67118,Quarantine,2025-07-25
LOT-005-C,,NDC-0006-5333-01,1,2312,2312,ExpirySoon,2025-08-05
LOT-017-A,SHP-017-1,NDC-0006-5331-01,38,1416,53808,Quarantine,2025-07-20
LOT-005-B,SHP-005-2,NDC-0006-5332-01,16,1814,29024,Quarantine,2025-08-29
LOT-004-A,SHP-004-1,NDC-0006-5333-01,27,2312,62424,Quarantine,2025-07-31
LOT-035-B,SHP-035-2,NDC-0006-5332-01,19,1622,30818,Quarantine,2025-08-15
LOT-005-B,,NDC-0006-5333-01,1,2312,2312,ExpirySoon,2025-07-28
LOT-018-A,SHP-018-1,NDC-0006-5333-01,21,2203,46263,Quarantine,2025-07-08
LOT-032-C,SHP-032-3,NDC-0006-5333-01,25,2262,56550,Quarantine,2025-10-11
LOT-038-C,SHP-038-3,NDC-0006-5333-01,33,2203,72699,Quarantine,2025-10-19
LOT-039-A,SHP-039-1,NDC-0006-5333-01,29,2312,67048,Quarantine,2025-07-21
LOT-042-C,SHP-042-3,NDC-0006-5333-01,37,2203,81511,Quarantine,2025-10-01
LOT-008-B,SHP-008-2,NDC-0006-5331-01,11,1507,16577,Quarantine,2025-08-04
LOT-021-C,SHP-021-3,NDC-0006-5331-01,27,1510,40770,Quarantine,2025-09-27
LOT-046-C,SHP-046-3,NDC-0006-5331-01,27,1416,38232,Quarantine,2025-09-23
LOT-026-C,SHP-026-3,NDC-0006-5333-01,29,2312,67048,Quarantine,2025-10-05
LOT-048-B,SHP-048-2,NDC-0006-5331-01,13,1507,19591,Quarantine,2025-08-17
LOT-005-A,,NDC-0006-5332-01,1,1622,1622,ExpirySoon,2025-05-09
LOT-005-B,,NDC-0006-5331-01,1,1416,1416,ExpirySoon,2025-08-11
LOT-002-C,SHP-002-3,NDC-0006-5331-01,32,1510,48320,Quarantine,2025-09-02
LOT-040-A,SHP-040-1,NDC-0006-5333-01,32,2312,73984,Quarantine,2025-08-05
LOT-038-C,SHP-038-3,NDC-0006-5333-01,33,2262,74646,Quarantine,2025-10-19
LOT-005-A,,NDC-0006-5332-01,1,1701,1701,ExpirySoon,2025-05-06
LOT-051-B,SHP-051-2,NDC-0006-5332-01,12,1701,20412,Quarantine,2025-08-07
LOT-024-A,SHP-024-1,NDC-0006-5332-01,27,1814,48978,Quarantine,2025-07-29
LOT-022-A,SHP-022-1,NDC-0006-5331-01,27,1416,38232,Quarantine,2025-08-03
LOT-005-C,,NDC-0006-5332-01,1,1622,1622,ExpirySoon,2025-07-01
LOT-005-C,,NDC-0006-5333-01,1,2312,2312,ExpirySoon,2025-08-15
LOT-005-A,,NDC-0006-5331-01,1,1416,1416,ExpirySoon,2025-05-27
LOT-048-A,SHP-048-1,NDC-0006-5332-01,30,1622,48660,Quarantine,2025-07-31
LOT-019-A,SHP-019-1,NDC-0006-5333-01,35,2262,79170,Quarantine,2025-08-11
LOT-035-C,SHP-035-3,NDC-0006-5333-01,30,2312,69360,Quarantine,2025-09-09
LOT-032-C,SHP-032-3,NDC-0006-5331-01,32,1507,48224,Quarantine,2025-10-09
LOT-055-B,SHP-055-2,NDC-0006-5331-01,7,1510,10570,Quarantine,2025-08-20
LOT-007-C,SHP-007-3,NDC-0006-5332-01,23,1701,39123,Quarantine,2025-09-30
LOT-005-B,,NDC-0006-5332-01,1,1622,1622,ExpirySoon,2025-06-03
LOT-048-A,SHP-048-1,NDC-0006-5333-01,39,2203,85917,Quarantine,2025-07-27
LOT-003-A,SHP-003-1,NDC-0006-5333-01,22,2262,49764,Quarantine,2025-07-23
LOT-008-B,SHP-008-2,NDC-0006-5331-01,11,1510,16610,Quarantine,2025-08-04
LOT-046-A,SHP-046-1,NDC-0006-5332-01,32,1622,51904,Quarantine,2025-07-31
LOT-005-B,,NDC-0006-5333-01,1,2312,2312,ExpirySoon,2025-06-30
LOT-005-A,,NDC-0006-5332-01,1,1622,1622,ExpirySoon,2025-07-14
LOT-011-B,SHP-011-2,NDC-0006-5331-01,17,1510,25670,Quarantine,2025-08-04
LOT-020-A,SHP-020-1,NDC-0006-5333-01,28,2262,63336,Quarantine,2025-07-26
LOT-005-A,SHP-005-1,NDC-0006-5332-01,41,1701,69741,Quarantine,2025-08-06
LOT-042-C,SHP-042-3,NDC-0006-5333-01,37,2262,83694,Quarantine,2025-10-01
LOT-047-C,SHP-047-3,NDC-0006-5333-01,32,2312,73984,Quarantine,2025-09-19
LOT-048-A,SHP-048-1,NDC-0006-5332-01,30,1701,51030,Quarantine,2025-07-31
LOT-005-A,,NDC-0006-5332-01,1,1622,1622,ExpirySoon,2025-05-05
LOT-050-C,SHP-050-3,NDC-0006-5332-01,27,1701,45927,Quarantine,2025-09-15
LOT-032-C,SHP-032-3,NDC-0006-5332-01,29,1814,52606,Quarantine,2025-10-07
LOT-018-A,SHP-018-1,NDC-0006-5332-01,43,1622,69746,Quarantine,2025-07-20
LOT-005-C,,NDC-0006-5331-01,1,1507,1507,ExpirySoon,2025-09-12
LOT-005-B,,NDC-0006-5333-01,1,2262,2262,ExpirySoon,2025-06-30
LOT-001-C,SHP-001-3,NDC-0006-5332-01,31,1701,52731,Quarantine,2025-10-05
LOT-040-C,SHP-040-3,NDC-0006-5332-01,30,1622,48660,Quarantine,2025-10-11
LOT-057-B,SHP-057-2,NDC-0006-5331-01,15,1416,21240,Quarantine,2025-08-16
LOT-005-C,,NDC-0006-5332-01,1,1622,1622,ExpirySoon,2025-07-27
LOT-005-A,,NDC-0006-5331-01,1,1416,1416,ExpirySoon,2025-05-30
LOT-005-B,,NDC-0006-5332-01,1,1622,1622,ExpirySoon,2025-06-26
LOT-022-B,SHP-022-2,NDC-0006-5333-01,13,2203,28639,Quarantine,2025-08-15
LOT-024-A,SHP-024-1,NDC-0006-5333-01,33,2262,74646,Quarantine,2025-08-01
LOT-051-C,SHP-051-3,NDC-0006-5332-01,25,1622,40550,Quarantine,2025-10-10
LOT-048-B,SHP-048-2,NDC-0006-5333-01,16,2312,36992,Quarantine,2025-07-15
LOT-005-C,,NDC-0006-5331-01,1,1510,1510,ExpirySoon,2025-09-22
LOT-005-A,,NDC-0006-5331-01,1,1416,1416,ExpirySoon,2025-07-15
LOT-038-A,SHP-038-1,NDC-0006-5331-01,19,1510,28690,Quarantine,2025-08-07
LOT-027-C,SHP-027-3,NDC-0006-5332-01,25,1814,45350,Quarantine,2025-10-09
LOT-036-B,SHP-036-2,NDC-0006-5331-01,15,1510,22650,Quarantine,2025-08-06
LOT-054-B,SHP-054-2,NDC-0006-5331-01,13,1507,19591,Quarantine,2025-08-20
LOT-026-C,SHP-026-3,NDC-0006-5332-01,17,1814,30838,Quarantine,2025-10-25
LOT-036-C,SHP-036-3,NDC-0006-5331-01,31,1416,43896,Quarantine,2025-09-30
LOT-055-A,SHP-055-1,NDC-0006-5332-01,27,1701,45927,Quarantine,2025-08-05
LOT-005-C,,NDC-0006-5331-01,1,1416,1416,ExpirySoon,2025-09-29
LOT-037-A,SHP-037-1,NDC-0006-5331-01,23,1507,34661,Quarantine,2025-07-30
LOT-028-A,SHP-028-1,NDC-0006-5333-01,29,2203,63887,Quarantine,2025-07-27
LOT-034-C,SHP-034-3,NDC-0006-5331-01,29,1416,41064,Quarantine,2025-10-08
LOT-023-A,SHP-023-1,NDC-0006-5332-01,37,1622,60014,Quarantine,2025-07-28
LOT-047-A,SHP-047-1,NDC-0006-5331-01,27,1507,40689,Quarantine,2025-07-18
LOT-049-B,SHP-049-2,NDC-0006-5332-01,14,1814,25396,Quarantine,2025-08-06
LOT-005-C,,NDC-0006-5333-01,1,2203,2203,ExpirySoon,2025-08-07
LOT-024-A,SHP-024-1,NDC-0006-5331-01,39,1510,58890,Quarantine,2025-07-25
LOT-053-B,SHP-053-2,NDC-0006-5331-01,10,1416,14160,Quarantine,2025-07-11
LOT-005-B,,NDC-0006-5333-01,1,2262,2262,ExpirySoon,2025-07-19
LOT-058-C,SHP-058-3,NDC-0006-5331-01,35,1507,52745,Quarantine,2025-10-17
LOT-046-B,SHP-046-2,NDC-0006-5331-01,16,1416,22656,Quarantine,2025-08-16
LOT-060-A,SHP-060-1,NDC-0006-5333-01,30,2203,66090,Quarantine,2025-08-02
LOT-005-A,,NDC-0006-5331-01,1,1416,1416,ExpirySoon,2025-06-16
LOT-005-A,,NDC-0006-5332-01,1,1622,1622,ExpirySoon,2025-06-07
LOT-020-C,SHP-020-3,NDC-0006-5331-01,28,1507,42196,Quarantine,2025-09-29
LOT-021-A,SHP-021-1,NDC-0006-5333-01,33,2312,76296,Quarantine,2025-07-09
LOT-015-B,SHP-015-2,NDC-0006-5332-01,13,1814,23582,Quarantine,2025-08-21
LOT-041-C,SHP-041-3,NDC-0006-5333-01,37,2203,81511,Quarantine,2025-09-26
LOT-029-A,SHP-029-1,NDC-0006-5332-01,34,1814,61676,Quarantine,2025-07-18
LOT-005-A,,NDC-0006-5333-01,1,2312,2312,ExpirySoon,2025-05-06
LOT-036-A,SHP-036-1,NDC-0006-5331-01,20,1507,30140,Quarantine,2025-07-27
LOT-045-B,SHP-045-2,NDC-0006-5333-01,15,2203,33045,Quarantine,2025-08-10
LOT-015-B,SHP-015-2,NDC-0006-5331-01,15,1507,22605,Quarantine,2025-08-05
LOT-013-C,SHP-013-3,NDC-0006-5333-01,36,2312,83232,Quarantine,2025-10-20
LOT-019-C,SHP-019-3,NDC-0006-5332-01,37,1622,60014,Quarantine,2025-10-07
LOT-055-C,SHP-055-3,NDC-0006-5331-01,35,1416,49560,Quarantine,2025-10-08
LOT-009-B,SHP-009-2,NDC-0006-5333-01,12,2203,26436,Quarantine,2025-08-07
LOT-019-A,SHP-019-1,NDC-0006-5333-01,35,2312,80920,Quarantine,2025-08-11
LOT-049-A,SHP-049-1,NDC-0006-5333-01,31,2262,70122,Quarantine,2025-07-19
LOT-057-B,SHP-057-2,NDC-0006-5331-01,15,1507,22605,Quarantine,2025-08-16
LOT-039-B,SHP-039-2,NDC-0006-5333-01,15,2312,34680,Quarantine,2025-07-21
LOT-005-A,,NDC-0006-5332-01,1,1622,1622,ExpirySoon,2025-05-06
LOT-049-B,SHP-049-2,NDC-0006-5332-01,14,1622,22708,Quarantine,2025-08-06
LOT-005-A,,NDC-0006-5333-01,1,2312,2312,ExpirySoon,2025-06-30
LOT-004-A,SHP-004-1,NDC-0006-5331-01,33,1416,46728,Quarantine,2025-07-20
LOT-019-A,SHP-019-1,NDC-0006-5331-01,40,1416,56640,Quarantine,2025-08-17
LOT-007-C,SHP-007-3,NDC-0006-5333-01,24,2262,54288,Quarantine,2025-09-06
LOT-019-A,SHP-019-1,NDC-0006-5333-01,35,2203,77105,Quarantine,2025-08-11
LOT-018-C,SHP-018-3,NDC-0006-5332-01,31,1701,52731,Quarantine,2025-10-13
LOT-005-B,,NDC-0006-5333-01,1,2203,2203,ExpirySoon,2025-07-19
LOT-034-A,SHP-034-1,NDC-0006-5332-01,27,1622,43794,Quarantine,2025-06-25
LOT-005-A,,NDC-0006-5333-01,1,2262,2262,ExpirySoon,2025-06-20
LOT-032-B,SHP-032-2,NDC-0006-5332-01,13,1622,21086,Quarantine,2025-08-23
LOT-002-C,SHP-002-3,NDC-0006-5333-01,31,2262,70122,Quarantine,2025-10-02
LOT-005-B,,NDC-0006-5332-01,1,1622,1622,ExpirySoon,2025-06-04
LOT-029-C,SHP-029-3,NDC-0006-5332-01,37,1622,60014,Quarantine,2025-09-30
LOT-017-C,SHP-017-3,NDC-0006-5332-01,20,1701,34020,Quarantine,2025-10-15
LOT-059-B,SHP-059-2,NDC-0006-5332-01,9,1814,16326,Quarantine,2025-08-21
LOT-057-A,SHP-057-1,NDC-0006-5332-01,30,1701,51030,Quarantine,2025-08-08
LOT-020-C,SHP-020-3,NDC-0006-5332-01,32,1701,54432,Quarantine,2025-10-12
LOT-057-A,SHP-057-1,NDC-0006-5331-01,40,1510,60400,Quarantine,2025-08-02
LOT-035-C,SHP-035-3,NDC-0006-5331-01,26,1507,39182,Quarantine,2025-09-10
LOT-005-A,,NDC-0006-5333-01,1,2312,2312,ExpirySoon,2025-04-30
LOT-005-A,,NDC-0006-5333-01,1,2262,2262,ExpirySoon,2025-07-28
LOT-049-C,SHP-049-3,NDC-0006-5333-01,25,2312,57800,Quarantine,2025-10-03
LOT-005-B,,NDC-0006-5331-01,1,1510,1510,ExpirySoon,2025-06-06
LOT-026-C,SHP-026-3,NDC-0006-5332-01,17,1701,28917,Quarantine,2025-10-25
LOT-007-B,SHP-007-2,NDC-0006-5332-01,15,1701,25515,Quarantine,2025-08-27
LOT-059-C,SHP-059-3,NDC-0006-5333-01,26,2312,60112,Quarantine,2025-09-28
LOT-049-C,SHP-049-3,NDC-0006-5333-01,25,2203,55075,Quarantine,2025-10-03
LOT-002-C,SHP-002-3,NDC-0006-5333-01,31,2203,68293,Quarantine,2025-10-02
LOT-036-C,SHP-036-3,NDC-0006-5331-01,31,1507,46717,Quarantine,2025-09-30
LOT-003-A,SHP-003-1,NDC-0006-5331-01,34,1510,51340,Quarantine,2025-07-24
LOT-005-A,,NDC-0006-5333-01,1,2312,2312,ExpirySoon,2025-05-27
LOT-005-C,,NDC-0006-5333-01,1,2203,2203,ExpirySoon,2025-08-22
LOT-005-A,,NDC-0006-5332-01,1,1814,1814,ExpirySoon,2025-05-29
LOT-030-C,SHP-030-3,NDC-0006-5331-01,21,1507,31647,Quarantine,2025-10-15
LOT-018-A,SHP-018-1,NDC-0006-5333-01,21,2262,47502,Quarantine,2025-07-08
LOT-009-B,SHP-009-2,NDC-0006-5331-01,12,1507,18084,Quarantine,2025-07-24
LOT-027-A,SHP-027-1,NDC-0006-5332-01,36,1622,58392,Quarantine,2025-07-13
LOT-029-C,SHP-029-3,NDC-0006-5331-01,28,1510,42280,Quarantine,2025-10-28
LOT-033-A,SHP-033-1,NDC-0006-5331-01,32,1510,48320,Quarantine,2025-07-07
LOT-029-C,SHP-029-3,NDC-0006-5332-01,37,1814,67118,Quarantine,2025-09-30
LOT-039-B,SHP-039-2,NDC-0006-5333-01,15,2262,33930,Quarantine,2025-07-21
LOT-005-C,,NDC-0006-5332-01,1,1814,1814,ExpirySoon,2025-07-17
LOT-046-A,SHP-046-1,NDC-0006-5333-01,27,2312,62424,Quarantine,2025-07-10
LOT-049-A,SHP-049-1,NDC-0006-5333-01,31,2203,68293,Quarantine,2025-07-19
LOT-057-A,SHP-057-1,NDC-0006-5331-01,40,1507,60280,Quarantine,2025-08-02
LOT-003-C,SHP-003-3,NDC-0006-5333-01,22,2312,50864,Quarantine,2025-10-14
LOT-005-C,,NDC-0006-5333-01,1,2262,2262,ExpirySoon,2025-08-15
LOT-053-C,SHP-053-3,NDC-0006-5332-01,19,1701,32319,Quarantine,2025-09-23
LOT-054-C,SHP-054-3,NDC-0006-5333-01,24,2203,52872,Quarantine,2025-10-08
LOT-016-A,SHP-016-1,NDC-0006-5331-01,39,1416,55224,Quarantine,2025-07-31
LOT-005-A,,NDC-0006-5331-01,1,1507,1507,ExpirySoon,2025-05-09
LOT-005-A,,NDC-0006-5331-01,1,1416,1416,ExpirySoon,2025-05-09
LOT-034-C,SHP-034-3,NDC-0006-5333-01,33,2262,74646,Quarantine,2025-09-17
LOT-005-C,,NDC-0006-5333-01,1,2203,2203,ExpirySoon,2025-06-25
LOT-005-A,,NDC-0006-5331-01,1,1510,1510,ExpirySoon,2025-05-30
LOT-017-C,SHP-017-3,NDC-0006-5332-01,20,1814,36280,Quarantine,2025-10-15
LOT-025-C,SHP-025-3,NDC-0006-5332-01,21,1622,34062,Quarantine,2025-09-29
LOT-048-B,SHP-048-2,NDC-0006-5331-01,13,1416,18408,Quarantine,2025-08-17
LOT-005-C,,NDC-0006-5333-01,1,2262,2262,ExpirySoon,2025-08-16
LOT-042-B,SHP-042-2,NDC-0006-5332-01,16,1701,27216,Quarantine,2025-08-24
LOT-005-A,,NDC-0006-5331-01,1,1507,1507,ExpirySoon,2025-05-27
LOT-005-A,,NDC-0006-5332-01,1,1701,1701,ExpirySoon,2025-07-25
LOT-005-C,,NDC-0006-5331-01,1,1507,1507,ExpirySoon,2025-09-22
LOT-005-A,,NDC-0006-5331-01,1,1510,1510,ExpirySoon,2025-07-15
LOT-005-C,,NDC-0006-5332-01,1,1701,1701,ExpirySoon,2025-06-09
LOT-040-C,SHP-040-3,NDC-0006-5331-01,26,1507,39182,Quarantine,2025-10-19
LOT-005-A,,NDC-0006-5331-01,1,1510,1510,ExpirySoon,2025-05-27
LOT-005-A,,NDC-0006-5333-01,1,2203,2203,ExpirySoon,2025-06-30
LOT-013-A,SHP-013-1,NDC-0006-5331-01,26,1416,36816,Quarantine,2025-07-11
LOT-007-A,SHP-007-1,NDC-0006-5332-01,30,1701,51030,Quarantine,2025-07-26
LOT-056-C,SHP-056-3,NDC-0006-5332-01,34,1701,57834,Quarantine,2025-10-12
LOT-003-B,SHP-003-2,NDC-0006-5332-01,14,1814,25396,Quarantine,2025-08-12
LOT-009-C,SHP-009-3,NDC-0006-5332-01,24,1622,38928,Quarantine,2025-09-19
LOT-044-C,SHP-044-3,NDC-0006-5332-01,33,1701,56133,Quarantine,2025-10-07
LOT-048-B,SHP-048-2,NDC-0006-5333-01,16,2262,36192,Quarantine,2025-07-15
LOT-005-C,,NDC-0006-5331-01,1,1416,1416,ExpirySoon,2025-08-13
LOT-005-A,,NDC-0006-5333-01,1,2312,2312,ExpirySoon,2025-04-14
LOT-005-B,,NDC-0006-5333-01,1,2312,2312,ExpirySoon,2025-06-19
LOT-043-A,SHP-043-1,NDC-0006-5331-01,37,1416,52392,Quarantine,2025-07-22
LOT-032-A,SHP-032-1,NDC-0006-5333-01,29,2262,65598,Quarantine,2025-07-31
LOT-027-B,SHP-027-2,NDC-0006-5331-01,23,1507,34661,Quarantine,2025-08-27
LOT-005-B,,NDC-0006-5333-01,1,2262,2262,ExpirySoon,2025-06-03
LOT-005-C,,NDC-0006-5331-01,1,1507,1507,ExpirySoon,2025-06-10
LOT-049-C,SHP-049-3,NDC-0006-5332-01,34,1622,55148,Quarantine,2025-10-08
LOT-022-A,SHP-022-1,NDC-0006-5331-01,27,1507,40689,Quarantine,2025-08-03
LOT-045-C,SHP-045-3,NDC-0006-5331-01,37,1416,52392,Quarantine,2025-10-12
LOT-040-A,SHP-040-1,NDC-0006-5332-01,27,1622,43794,Quarantine,2025-07-28
LOT-037-A,SHP-037-1,NDC-0006-5332-01,32,1701,54432,Quarantine,2025-07-23
LOT-052-C,SHP-052-3,NDC-0006-5331-01,16,1510,24160,Quarantine,2025-09-16
LOT-039-C,SHP-039-3,NDC-0006-5331-01,28,1510,42280,Quarantine,2025-10-11
LOT-003-A,SHP-003-1,NDC-0006-5333-01,22,2203,48466,Quarantine,2025-07-23
LOT-007-A,SHP-007-1,NDC-0006-5332-01,30,1814,54420,Quarantine,2025-07-26
LOT-013-C,SHP-013-3,NDC-0006-5333-01,36,2203,79308,Quarantine,2025-10-20
LOT-040-A,SHP-040-1,NDC-0006-5333-01,32,2262,72384,Quarantine,2025-08-05
LOT-059-C,SHP-059-3,NDC-0006-5331-01,30,1416,42480,Quarantine,2025-10-07
LOT-005-A,,NDC-0006-5331-01,1,1507,1507,ExpirySoon,2025-05-30
LOT-005-B,,NDC-0006-5333-01,1,2262,2262,ExpirySoon,2025-06-19
LOT-022-B,SHP-022-2,NDC-0006-5332-01,19,1814,34466,Quarantine,2025-08-18
LOT-005-C,SHP-005-3,NDC-0006-5332-01,26,1622,42172,Quarantine,2025-10-03
LOT-021-A,SHP-021-1,NDC-0006-5331-01,29,1510,43790,Quarantine,2025-06-29
LOT-016-A,SHP-016-1,NDC-0006-5331-01,39,1510,58890,Quarantine,2025-07-31
LOT-004-A,SHP-004-1,NDC-0006-5331-01,33,1510,49830,Quarantine,2025-07-20
LOT-016-B,SHP-016-2,NDC-0006-5333-01,18,2203,39654,Quarantine,2025-08-14
LOT-055-B,SHP-055-2,NDC-0006-5331-01,7,1416,9912,Quarantine,2025-08-20
LOT-060-A,SHP-060-1,NDC-0006-5333-01,30,2262,67860,Quarantine,2025-08-02
LOT-010-C,SHP-010-3,NDC-0006-5333-01,30,2262,67860,Quarantine,2025-10-20
LOT-023-C,SHP-023-3,NDC-0006-5333-01,33,2312,76296,Quarantine,2025-10-18
LOT-005-A,SHP-005-1,NDC-0006-5332-01,41,1814,74374,Quarantine,2025-08-06
LOT-026-C,SHP-026-3,NDC-0006-5333-01,29,2262,65598,Quarantine,2025-10-05
LOT-005-B,,NDC-0006-5332-01,1,1814,1814,ExpirySoon,2025-06-04
LOT-008-B,SHP-008-2,NDC-0006-5331-01,11,1416,15576,Quarantine,2025-08-04
LOT-059-A,SHP-059-1,NDC-0006-5333-01,28,2262,63336,Quarantine,2025-07-31
LOT-032-B,SHP-032-2,NDC-0006-5332-01,13,1814,23582,Quarantine,2025-08-23
LOT-018-C,SHP-018-3,NDC-0006-5331-01,34,1510,51340,Quarantine,2025-10-11
LOT-023-A,SHP-023-1,NDC-0006-5333-01,23,2262,52026,Quarantine,2025-07-27
LOT-027-B,SHP-027-2,NDC-0006-5331-01,23,1510,34730,Quarantine,2025-08-27
LOT-059-C,SHP-059-3,NDC-0006-5331-01,30,1510,45300,Quarantine,2025-10-07
LOT-037-A,SHP-037-1,NDC-0006-5333-01,37,2262,83694,Quarantine,2025-08-18
LOT-041-C,SHP-041-3,NDC-0006-5333-01,37,2312,85544,Quarantine,2025-09-26
LOT-041-B,SHP-041-2,NDC-0006-5332-01,15,1701,25515,Quarantine,2025-08-13
LOT-004-A,SHP-004-1,NDC-0006-5331-01,33,1507,49731,Quarantine,2025-07-20
LOT-002-C,SHP-002-3,NDC-0006-5331-01,32,1507,48224,Quarantine,2025-09-02
LOT-056-A,SHP-056-1,NDC-0006-5333-01,32,2203,70496,Quarantine,2025-08-11
LOT-015-A,SHP-015-1,NDC-0006-5331-01,39,1416,55224,Quarantine,2025-08-10
LOT-024-C,SHP-024-3,NDC-0006-5333-01,31,2262,70122,Quarantine,2025-10-07
LOT-026-B,SHP-026-2,NDC-0006-5333-01,22,2203,48466,Quarantine,2025-08-14
LOT-050-A,SHP-050-1,NDC-0006-5333-01,32,2203,70496,Quarantine,2025-07-24
