shipment_id,lot_id,ndc,qty,line_no,depot_id,status,dispatch_dt,unit_cost_usd,transport_cost_usd,handling_cost_usd,total_cost_usd
SHP-022-2,LOT-022-B,NDC-0006-5332-01,19,2,DEPOT-NJ,Quarantined,2025-08-12,1814,1348,158,35972
SHP-007-1,LOT-007-A,NDC-0006-5332-01,30,2,DEPOT-NJ,Delivered,2025-07-23,1701,1057,267,52354
SHP-016-3,LOT-016-C,NDC-0006-5333-01,23,3,DEPOT-HH,In Transit,2025-09-29,2262,738,160,52924
SHP-003-3,LOT-003-C,NDC-0006-5331-01,30,1,DEPOT-BLR,Quarantined,2025-09-29,1510,1449,189,46938
SHP-025-2,LOT-025-B,NDC-0006-5331-01,10,1,DEPOT-HH,Delivered,2025-07-31,1510,651,220,15971
SHP-058-1,LOT-058-A,NDC-0006-5333-01,36,3,DEPOT-HH,Quarantined,2025-07-13,2312,1119,262,84613
SHP-042-1,LOT-042-A,NDC-0006-5332-01,22,2,DEPOT-NJ,Delivered,2025-07-24,1701,1380,192,38994
SHP-045-3,LOT-045-C,NDC-0006-5331-01,37,1,DEPOT-HH,Delivered,2025-09-08,1507,1323,275,57357
SHP-058-1,LOT-058-A,NDC-0006-5331-01,39,1,DEPOT-HH,Quarantined,2025-07-13,1416,1338,295,56857
SHP-026-2,LOT-026-B,NDC-0006-5331-01,7,1,DEPOT-HH,Quarantined,2025-08-09,1510,1179,153,11902
SHP-020-2,LOT-020-B,NDC-0006-5331-01,14,1,DEPOT-HH,Delivered,2025-08-09,1507,977,158,22233
SHP-051-3,LOT-051-C,NDC-0006-5333-01,33,3,DEPOT-HH,Quarantined,2025-09-21,2312,1200,191,77687
SHP-048-2,LOT-048-B,NDC-0006-5333-01,16,3,DEPOT-NJ,Quarantined,2025-07-05,2203,735,326,36309
SHP-039-1,LOT-039-A,NDC-0006-5332-01,40,2,DEPOT-NJ,Delivered,2025-08-04,1622,678,208,65766
SHP-001-1,LOT-001-A,NDC-0006-5331-01,23,1,DEPOT-HH,In Transit,2025-07-22,1507,943,153,35757
SHP-054-1,LOT-054-A,NDC-0006-5331-01,39,1,DEPOT-NJ,Quarantined,2025-07-26,1507,1239,104,60116
SHP-048-1,LOT-048-A,NDC-0006-5332-01,30,2,DEPOT-NJ,Quarantined,2025-07-21,1814,1183,149,55752
SHP-043-3,LOT-043-C,NDC-0006-5333-01,35,3,DEPOT-HH,Quarantined,2025-09-07,2203,1431,391,78927
SHP-022-2,LOT-022-B,NDC-0006-5333-01,13,3,DEPOT-NJ,Quarantined,2025-08-07,2312,1329,281,31666
SHP-056-2,LOT-056-B,NDC-0006-5333-01,16,3,DEPOT-TYO,Delivered,2025-08-12,2262,832,315,37339
SHP-028-2,LOT-028-B,NDC-0006-5332-01,13,2,DEPOT-TYO,Delivered,2025-07-17,1622,1418,131,22635
SHP-044-2,LOT-044-B,NDC-0006-5333-01,12,3,DEPOT-NJ,Delivered,2025-08-01,2312,1395,125,29264
SHP-029-2,LOT-029-B,NDC-0006-5332-01,12,2,DEPOT-TYO,Delivered,2025-07-27,1701,686,290,21388
SHP-034-3,LOT-034-C,NDC-0006-5333-01,33,3,DEPOT-HH,Quarantined,2025-10-04,2312,1338,238,77872
SHP-035-3,LOT-035-C,NDC-0006-5333-01,30,3,DEPOT-HH,Quarantined,2025-08-28,2262,1366,137,69363
SHP-038-1,LOT-038-A,NDC-0006-5331-01,19,1,DEPOT-NJ,Quarantined,2025-07-13,1416,967,392,28263
SHP-059-3,LOT-059-C,NDC-0006-5331-01,30,1,DEPOT-HH,Quarantined,2025-10-02,1416,1360,258,44098
SHP-060-3,LOT-060-C,NDC-0006-5333-01,33,3,DEPOT-NJ,Quarantined,2025-10-02,2312,1339,161,77796
SHP-030-2,LOT-030-B,NDC-0006-5332-01,12,2,DEPOT-HH,Delivered,2025-07-31,1701,1331,203,21946
SHP-005-1,LOT-005-A,NDC-0006-5331-01,22,1,DEPOT-NJ,Quarantined,2025-08-01,1416,1213,366,32731
SHP-043-3,LOT-043-C,NDC-0006-5333-01,35,3,DEPOT-HH,In Transit,2025-09-22,2203,1434,182,78721
SHP-019-2,LOT-019-B,NDC-0006-5332-01,19,2,DEPOT-NJ,Quarantined,2025-08-04,1622,1204,363,32385
SHP-007-2,LOT-007-B,NDC-0006-5333-01,13,3,DEPOT-NJ,Delivered,2025-08-06,2203,737,264,29640
SHP-023-3,LOT-023-C,NDC-0006-5332-01,25,2,DEPOT-HH,Delivered,2025-09-30,1622,1209,308,42067
SHP-049-2,LOT-049-B,NDC-0006-5331-01,15,1,DEPOT-NJ,Quarantined,2025-07-28,1510,509,357,23516
SHP-013-3,LOT-013-C,NDC-0006-5331-01,21,1,DEPOT-BLR,Quarantined,2025-10-08,1510,642,334,32686
SHP-015-1,LOT-015-A,NDC-0006-5331-01,39,1,DEPOT-NJ,Quarantined,2025-07-30,1507,964,128,59865
SHP-043-2,LOT-043-B,NDC-0006-5331-01,16,1,DEPOT-HH,In Transit,2025-08-12,1416,693,377,23726
SHP-018-3,LOT-018-C,NDC-0006-5332-01,31,2,DEPOT-TYO,Delivered,2025-09-07,1814,1184,336,57754
SHP-009-2,LOT-009-B,NDC-0006-5332-01,18,2,DEPOT-BLR,Quarantined,2025-07-19,1814,827,323,33802
SHP-002-2,LOT-002-B,NDC-0006-5331-01,16,1,DEPOT-HH,In Transit,2025-08-07,1510,576,338,25074
SHP-010-1,LOT-010-A,NDC-0006-5333-01,27,3,DEPOT-TYO,Quarantined,2025-08-01,2312,958,346,63728
SHP-042-2,LOT-042-B,NDC-0006-5333-01,14,3,DEPOT-NJ,In Transit,2025-07-13,2203,767,159,31768
SHP-045-1,LOT-045-A,NDC-0006-5331-01,28,1,DEPOT-HH,Quarantined,2025-07-27,1507,1261,113,43570
SHP-058-3,LOT-058-C,NDC-0006-5331-01,35,1,DEPOT-HH,Quarantined,2025-10-06,1416,724,125,50409
SHP-037-2,LOT-037-B,NDC-0006-5331-01,14,1,DEPOT-BLR,Quarantined,2025-08-09,1510,563,296,21999
SHP-044-3,LOT-044-C,NDC-0006-5331-01,28,1,DEPOT-NJ,Delivered,2025-09-19,1510,622,348,43250
SHP-029-2,LOT-029-B,NDC-0006-5333-01,20,3,DEPOT-TYO,Quarantined,2025-08-01,2312,769,316,47325
SHP-022-2,LOT-022-B,NDC-0006-5333-01,13,3,DEPOT-NJ,Quarantined,2025-08-07,2203,798,142,29579
SHP-054-2,LOT-054-B,NDC-0006-5333-01,17,3,DEPOT-NJ,Delivered,2025-08-16,2203,1198,111,38760
SHP-047-3,LOT-047-C,NDC-0006-5332-01,30,2,DEPOT-TYO,Quarantined,2025-09-09,1814,1414,282,56116
SHP-054-2,LOT-054-B,NDC-0006-5333-01,17,3,DEPOT-NJ,Quarantined,2025-08-15,2203,827,129,38407
SHP-057-1,LOT-057-A,NDC-0006-5333-01,25,3,DEPOT-HH,Delivered,2025-07-19,2203,886,180,56141
SHP-012-1,LOT-012-A,NDC-0006-5332-01,26,2,DEPOT-HH,Delivered,2025-07-31,1622,772,108,43052
SHP-038-2,LOT-038-B,NDC-0006-5332-01,20,2,DEPOT-NJ,Delivered,2025-08-18,1622,1035,198,33673
SHP-013-1,LOT-013-A,NDC-0006-5332-01,30,2,DEPOT-BLR,Delivered,2025-08-01,1622,875,269,49804
SHP-039-2,LOT-039-B,NDC-0006-5331-01,16,1,DEPOT-NJ,Delivered,2025-08-15,1510,628,180,24968
SHP-050-1,LOT-050-A,NDC-0006-5331-01,33,1,DEPOT-HH,Quarantined,2025-07-22,1507,1308,155,51194
SHP-008-1,LOT-008-A,NDC-0006-5333-01,27,3,DEPOT-NJ,Delivered,2025-07-18,2203,1369,342,61192
SHP-040-3,LOT-040-C,NDC-0006-5333-01,26,3,DEPOT-HH,In Transit,2025-09-16,2262,614,148,59574
SHP-017-1,LOT-017-A,NDC-0006-5331-01,38,1,DEPOT-HH,Quarantined,2025-07-17,1416,1110,292,55210
SHP-058-1,LOT-058-A,NDC-0006-5332-01,21,2,DEPOT-HH,Delivered,2025-07-15,1701,1085,263,37069
SHP-020-3,LOT-020-C,NDC-0006-5333-01,25,3,DEPOT-HH,Quarantined,2025-10-04,2312,1310,111,59221
SHP-033-2,LOT-033-B,NDC-0006-5333-01,12,3,DEPOT-TYO,Delivered,2025-07-18,2203,768,189,27393
SHP-046-1,LOT-046-A,NDC-0006-5333-01,27,3,DEPOT-HH,Delivered,2025-07-11,2312,743,354,63521
SHP-020-1,LOT-020-A,NDC-0006-5333-01,28,3,DEPOT-HH,Delivered,2025-07-21,2203,502,112,62298
SHP-057-3,LOT-057-C,NDC-0006-5332-01,36,2,DEPOT-HH,Quarantined,2025-10-09,1814,1129,196,66629
SHP-037-2,LOT-037-B,NDC-0006-5332-01,13,2,DEPOT-BLR,Delivered,2025-08-08,1814,557,251,24390
SHP-003-2,LOT-003-B,NDC-0006-5331-01,18,1,DEPOT-BLR,Quarantined,2025-07-30,1416,1261,260,27009
SHP-024-3,LOT-024-C,NDC-0006-5333-01,31,3,DEPOT-HH,Quarantined,2025-09-26,2203,554,202,69049
SHP-032-2,LOT-032-B,NDC-0006-5332-01,13,2,DEPOT-HH,Delivered,2025-08-04,1814,1434,113,25129
SHP-002-1,LOT-002-A,NDC-0006-5331-01,39,1,DEPOT-HH,In Transit,2025-07-21,1507,543,318,59634
SHP-028-3,LOT-028-C,NDC-0006-5332-01,25,2,DEPOT-TYO,Delivered,2025-10-01,1701,841,325,43691
SHP-027-2,LOT-027-B,NDC-0006-5331-01,23,1,DEPOT-HH,Quarantined,2025-06-17,1507,940,180,35781
SHP-004-2,LOT-004-B,NDC-0006-5331-01,14,1,DEPOT-HH,Delivered,2025-07-25,1416,1348,317,21489
SHP-041-3,LOT-041-C,NDC-0006-5331-01,24,1,DEPOT-NJ,Quarantined,2025-09-18,1507,1205,354,37727
SHP-056-1,LOT-056-A,NDC-0006-5333-01,32,3,DEPOT-TYO,Delivered,2025-07-22,2203,1386,345,72227
SHP-002-1,LOT-002-A,NDC-0006-5333-01,31,3,DEPOT-HH,Delivered,2025-07-14,2203,681,138,69112
SHP-055-2,LOT-055-B,NDC-0006-5331-01,7,1,DEPOT-HH,Delivered,2025-07-27,1416,1353,288,11553
SHP-004-2,LOT-004-B,NDC-0006-5331-01,14,1,DEPOT-HH,Delivered,2025-08-07,1507,1080,236,22414
SHP-013-1,LOT-013-A,NDC-0006-5331-01,26,1,DEPOT-BLR,Quarantined,2025-06-30,1507,527,244,39953
SHP-048-2,LOT-048-B,NDC-0006-5333-01,16,3,DEPOT-NJ,Quarantined,2025-07-31,2262,1248,292,37732
SHP-026-1,LOT-026-A,NDC-0006-5332-01,31,2,DEPOT-HH,Delivered,2025-07-25,1814,838,115,57187
SHP-032-1,LOT-032-A,NDC-0006-5333-01,29,3,DEPOT-HH,Quarantined,2025-07-23,2203,1175,248,65310
SHP-011-3,LOT-011-C,NDC-0006-5333-01,32,3,DEPOT-NJ,Delivered,2025-09-22,2203,1180,233,71909
SHP-034-2,LOT-034-B,NDC-0006-5332-01,13,2,DEPOT-HH,Delivered,2025-07-20,1701,1094,142,23349
SHP-054-2,LOT-054-B,NDC-0006-5333-01,17,3,DEPOT-NJ,Quarantined,2025-08-15,2312,1304,229,40837
SHP-046-2,LOT-046-B,NDC-0006-5332-01,12,2,DEPOT-HH,Delivered,2025-07-11,1701,1001,395,21808
SHP-041-1,LOT-041-A,NDC-0006-5331-01,30,1,DEPOT-NJ,In Transit,2025-07-16,1510,852,228,46380
SHP-021-3,LOT-021-C,NDC-0006-5333-01,23,3,DEPOT-NJ,Quarantined,2025-09-14,2262,1255,158,53439
SHP-051-1,LOT-051-A,NDC-0006-5333-01,25,3,DEPOT-HH,Delivered,2025-07-05,2262,1481,216,58247
SHP-019-1,LOT-019-A,NDC-0006-5331-01,40,1,DEPOT-NJ,Delivered,2025-07-20,1510,1016,302,61718
SHP-050-1,LOT-050-A,NDC-0006-5332-01,34,2,DEPOT-HH,Quarantined,2025-07-17,1622,669,241,56058
SHP-017-3,LOT-017-C,NDC-0006-5331-01,33,1,DEPOT-HH,Quarantined,2025-10-03,1510,1072,111,51013
SHP-051-1,LOT-051-A,NDC-0006-5333-01,25,3,DEPOT-HH,Quarantined,2025-07-04,2262,1215,244,58009
SHP-019-1,LOT-019-A,NDC-0006-5332-01,23,2,DEPOT-NJ,Delivered,2025-07-20,1814,1142,183,43047
SHP-040-2,LOT-040-B,NDC-0006-5332-01,16,2,DEPOT-HH,Quarantined,2025-08-16,1701,748,251,28215
SHP-047-3,LOT-047-C,NDC-0006-5333-01,32,3,DEPOT-TYO,Quarantined,2025-09-27,2312,1190,365,75539
SHP-017-2,LOT-017-B,NDC-0006-5331-01,9,1,DEPOT-HH,Delivered,2025-07-12,1507,1094,305,14962
SHP-009-2,LOT-009-B,NDC-0006-5332-01,18,2,DEPOT-BLR,Quarantined,2025-07-31,1814,701,340,33693
SHP-033-3,LOT-033-C,NDC-0006-5331-01,34,1,DEPOT-TYO,Quarantined,2025-09-29,1416,1284,177,49605
SHP-045-2,LOT-045-B,NDC-0006-5333-01,15,3,DEPOT-HH,Delivered,2025-07-02,2203,1472,352,34869
SHP-022-1,LOT-022-A,NDC-0006-5332-01,37,2,DEPOT-NJ,Delivered,2025-07-18,1814,1398,380,68896
SHP-055-3,LOT-055-C,NDC-0006-5332-01,31,2,DEPOT-HH,In Transit,2025-10-07,1814,768,249,57251
SHP-004-1,LOT-004-A,NDC-0006-5332-01,35,2,DEPOT-HH,Quarantined,2025-07-12,1622,966,383,58119
SHP-050-1,LOT-050-A,NDC-0006-5332-01,34,2,DEPOT-HH,Quarantined,2025-07-15,1701,1140,280,59254
SHP-008-2,LOT-008-B,NDC-0006-5333-01,14,3,DEPOT-NJ,Delivered,2025-07-12,2203,1200,252,32294
SHP-053-1,LOT-053-A,NDC-0006-5332-01,29,2,DEPOT-HH,In Transit,2025-08-06,1814,1144,317,54067
SHP-019-2,LOT-019-B,NDC-0006-5333-01,15,3,DEPOT-NJ,Delivered,2025-08-18,2312,511,204,35395
SHP-026-2,LOT-026-B,NDC-0006-5332-01,10,2,DEPOT-HH,In Transit,2025-08-11,1814,603,395,19138
SHP-060-1,LOT-060-A,NDC-0006-5332-01,29,2,DEPOT-NJ,Quarantined,2025-07-18,1814,1307,272,54185
SHP-029-2,LOT-029-B,NDC-0006-5333-01,20,3,DEPOT-TYO,Delivered,2025-08-05,2262,796,323,46359
SHP-020-3,LOT-020-C,NDC-0006-5332-01,32,2,DEPOT-HH,Quarantined,2025-09-17,1814,1492,323,59863
SHP-014-2,LOT-014-B,NDC-0006-5333-01,9,3,DEPOT-HH,Quarantined,2025-08-12,2312,859,395,22062
SHP-028-2,LOT-028-B,NDC-0006-5333-01,16,3,DEPOT-TYO,Delivered,2025-07-17,2262,1259,138,37589
SHP-022-2,LOT-022-B,NDC-0006-5333-01,13,3,DEPOT-NJ,Quarantined,2025-08-12,2262,1054,193,30653
SHP-042-1,LOT-042-A,NDC-0006-5332-01,22,2,DEPOT-NJ,Quarantined,2025-07-19,1622,671,155,36510
SHP-038-3,LOT-038-C,NDC-0006-5332-01,29,2,DEPOT-NJ,Quarantined,2025-10-12,1814,605,396,53607
SHP-031-1,LOT-031-A,NDC-0006-5333-01,35,3,DEPOT-BLR,In Transit,2025-07-21,2203,1367,242,78714
SHP-006-3,LOT-006-C,NDC-0006-5332-01,21,2,DEPOT-HH,Delivered,2025-10-09,1814,1083,364,39541
SHP-044-1,LOT-044-A,NDC-0006-5333-01,19,3,DEPOT-NJ,In Transit,2025-07-13,2312,642,229,44799
SHP-007-3,LOT-007-C,NDC-0006-5333-01,24,3,DEPOT-NJ,Quarantined,2025-09-24,2312,804,227,56519
SHP-055-2,LOT-055-B,NDC-0006-5332-01,22,2,DEPOT-HH,Delivered,2025-07-27,1622,580,162,36426
SHP-052-1,LOT-052-A,NDC-0006-5333-01,32,3,DEPOT-NJ,Quarantined,2025-07-28,2312,1267,203,75454
SHP-053-2,LOT-053-B,NDC-0006-5332-01,12,2,DEPOT-HH,Delivered,2025-06-23,1814,1233,261,23262
SHP-015-1,LOT-015-A,NDC-0006-5332-01,35,2,DEPOT-NJ,Quarantined,2025-07-30,1701,674,387,60596
SHP-026-3,LOT-026-C,NDC-0006-5333-01,29,3,DEPOT-HH,Quarantined,2025-09-30,2312,1102,331,68481
SHP-004-2,LOT-004-B,NDC-0006-5331-01,14,1,DEPOT-HH,Delivered,2025-08-08,1507,1466,183,22747
SHP-044-3,LOT-044-C,NDC-0006-5333-01,23,3,DEPOT-NJ,Delivered,2025-09-23,2203,930,121,51720
SHP-060-1,LOT-060-A,NDC-0006-5332-01,29,2,DEPOT-NJ,Quarantined,2025-07-21,1622,659,197,47894
SHP-015-2,LOT-015-B,NDC-0006-5333-01,14,3,DEPOT-NJ,In Transit,2025-08-10,2262,692,308,32668
SHP-018-2,LOT-018-B,NDC-0006-5331-01,17,1,DEPOT-TYO,Delivered,2025-08-01,1416,742,185,24999
SHP-029-2,LOT-029-B,NDC-0006-5333-01,20,3,DEPOT-TYO,Quarantined,2025-08-01,2262,1377,233,46850
SHP-020-3,LOT-020-C,NDC-0006-5333-01,25,3,DEPOT-HH,Quarantined,2025-10-04,2203,1119,298,56492
SHP-025-3,LOT-025-C,NDC-0006-5333-01,28,3,DEPOT-HH,Quarantined,2025-09-16,2203,1095,253,63032
SHP-025-3,LOT-025-C,NDC-0006-5332-01,21,2,DEPOT-HH,Quarantined,2025-09-16,1622,981,221,35264
SHP-046-2,LOT-046-B,NDC-0006-5333-01,19,3,DEPOT-HH,Delivered,2025-07-11,2203,1123,109,43089
SHP-049-3,LOT-049-C,NDC-0006-5331-01,26,1,DEPOT-NJ,Quarantined,2025-09-28,1507,1267,238,40687
SHP-013-3,LOT-013-C,NDC-0006-5331-01,21,1,DEPOT-BLR,Quarantined,2025-09-21,1510,559,230,32499
SHP-028-3,LOT-028-C,NDC-0006-5331-01,29,1,DEPOT-TYO,Delivered,2025-10-01,1507,1022,381,45106
SHP-041-1,LOT-041-A,NDC-0006-5332-01,33,2,DEPOT-NJ,Delivered,2025-07-26,1622,1051,147,54724
SHP-004-3,LOT-004-C,NDC-0006-5332-01,25,2,DEPOT-HH,Quarantined,2025-09-16,1622,1154,382,42086
SHP-045-3,LOT-045-C,NDC-0006-5333-01,29,3,DEPOT-HH,Delivered,2025-09-08,2312,524,187,67759
SHP-048-1,LOT-048-A,NDC-0006-5333-01,39,3,DEPOT-NJ,Quarantined,2025-07-20,2262,1195,103,89516
SHP-021-2,LOT-021-B,NDC-0006-5333-01,12,3,DEPOT-NJ,Delivered,2025-08-03,2203,862,157,27455
SHP-055-1,LOT-055-A,NDC-0006-5331-01,38,1,DEPOT-HH,Quarantined,2025-07-25,1507,632,116,58014
SHP-035-2,LOT-035-B,NDC-0006-5333-01,10,3,DEPOT-HH,Delivered,2025-07-27,2203,1180,313,23523
SHP-035-2,LOT-035-B,NDC-0006-5331-01,17,1,DEPOT-HH,Quarantined,2025-08-02,1510,1402,249,27321
SHP-002-1,LOT-002-A,NDC-0006-5332-01,30,2,DEPOT-HH,Delivered,2025-07-14,1814,1024,138,55582
SHP-033-2,LOT-033-B,NDC-0006-5332-01,20,2,DEPOT-TYO,Delivered,2025-08-12,1814,776,221,37277
SHP-012-3,LOT-012-C,NDC-0006-5333-01,10,3,DEPOT-HH,Delivered,2025-10-05,2312,1380,395,24895
SHP-051-3,LOT-051-C,NDC-0006-5332-01,25,2,DEPOT-HH,Quarantined,2025-09-28,1622,1391,114,42055
SHP-050-2,LOT-050-B,NDC-0006-5333-01,21,3,DEPOT-HH,Quarantined,2025-08-01,2203,1477,207,47947
SHP-019-1,LOT-019-A,NDC-0006-5332-01,23,2,DEPOT-NJ,Quarantined,2025-08-04,1814,879,271,42872
SHP-049-3,LOT-049-C,NDC-0006-5331-01,26,1,DEPOT-NJ,Quarantined,2025-09-28,1510,1061,161,40482
SHP-050-3,LOT-050-C,NDC-0006-5332-01,27,2,DEPOT-HH,In Transit,2025-10-08,1701,1413,314,47654
SHP-053-1,LOT-053-A,NDC-0006-5332-01,29,2,DEPOT-HH,Quarantined,2025-07-11,1622,774,105,47917
SHP-006-2,LOT-006-B,NDC-0006-5331-01,12,1,DEPOT-HH,Delivered,2025-08-13,1507,1365,179,19628
SHP-015-2,LOT-015-B,NDC-0006-5332-01,13,2,DEPOT-NJ,Quarantined,2025-07-23,1622,895,155,22136
SHP-016-3,LOT-016-C,NDC-0006-5331-01,34,1,DEPOT-HH,Quarantined,2025-09-20,1416,782,336,49262
SHP-030-3,LOT-030-C,NDC-0006-5331-01,21,1,DEPOT-HH,In Transit,2025-10-03,1416,596,305,30637
SHP-017-3,LOT-017-C,NDC-0006-5332-01,20,2,DEPOT-HH,Quarantined,2025-10-03,1701,866,162,35048
SHP-038-1,LOT-038-A,NDC-0006-5333-01,40,3,DEPOT-NJ,Quarantined,2025-07-29,2312,1465,320,94265
SHP-002-2,LOT-002-B,NDC-0006-5333-01,12,3,DEPOT-HH,Delivered,2025-08-08,2312,654,209,28607
SHP-012-1,LOT-012-A,NDC-0006-5332-01,26,2,DEPOT-HH,Delivered,2025-07-09,1814,1308,159,48631
SHP-025-3,LOT-025-C,NDC-0006-5333-01,28,3,DEPOT-HH,Delivered,2025-09-28,2312,791,209,65736
SHP-059-2,LOT-059-B,NDC-0006-5331-01,19,1,DEPOT-HH,Delivered,2025-08-12,1416,783,340,28027
SHP-037-3,LOT-037-C,NDC-0006-5332-01,33,2,DEPOT-BLR,Delivered,2025-10-07,1701,1070,168,57371
SHP-011-3,LOT-011-C,NDC-0006-5331-01,27,1,DEPOT-NJ,Delivered,2025-09-22,1510,1236,183,42189
SHP-038-2,LOT-038-B,NDC-0006-5332-01,20,2,DEPOT-NJ,In Transit,2025-08-09,1814,770,174,37224
SHP-009-1,LOT-009-A,NDC-0006-5332-01,21,2,DEPOT-BLR,Quarantined,2025-07-15,1622,1146,277,35485
SHP-022-1,LOT-022-A,NDC-0006-5331-01,27,1,DEPOT-NJ,Delivered,2025-07-18,1416,601,206,39039
SHP-037-1,LOT-037-A,NDC-0006-5333-01,37,3,DEPOT-BLR,Quarantined,2025-08-05,2262,948,370,85012
SHP-057-3,LOT-057-C,NDC-0006-5332-01,36,2,DEPOT-HH,Delivered,2025-09-28,1622,1481,122,59995
SHP-041-2,LOT-041-B,NDC-0006-5333-01,14,3,DEPOT-NJ,In Transit,2025-08-18,2203,602,355,31799
SHP-013-1,LOT-013-A,NDC-0006-5331-01,26,1,DEPOT-BLR,Delivered,2025-08-01,1507,696,309,40187
SHP-036-1,LOT-036-A,NDC-0006-5332-01,35,2,DEPOT-HH,Quarantined,2025-07-16,1701,825,312,60672
SHP-020-1,LOT-020-A,NDC-0006-5332-01,25,2,DEPOT-HH,Delivered,2025-07-21,1622,802,269,41621
SHP-047-2,LOT-047-B,NDC-0006-5333-01,13,3,DEPOT-TYO,In Transit,2025-07-31,2203,1041,186,29866
SHP-053-3,LOT-053-C,NDC-0006-5331-01,21,1,DEPOT-HH,Delivered,2025-09-30,1507,995,106,32748
SHP-037-3,LOT-037-C,NDC-0006-5331-01,33,1,DEPOT-BLR,Delivered,2025-10-03,1416,1125,264,48117
SHP-022-2,LOT-022-B,NDC-0006-5333-01,13,3,DEPOT-NJ,Delivered,2025-08-12,2312,1481,259,31796
SHP-009-1,LOT-009-A,NDC-0006-5333-01,26,3,DEPOT-BLR,Quarantined,2025-07-05,2262,1121,300,60233
SHP-043-2,LOT-043-B,NDC-0006-5331-01,16,1,DEPOT-HH,In Transit,2025-08-12,1510,744,101,25005
SHP-043-3,LOT-043-C,NDC-0006-5333-01,35,3,DEPOT-HH,Delivered,2025-09-26,2312,1384,192,82496
SHP-010-1,LOT-010-A,NDC-0006-5331-01,34,1,DEPOT-TYO,Quarantined,2025-07-15,1416,942,281,49367
SHP-027-1,LOT-027-A,NDC-0006-5333-01,29,3,DEPOT-HH,Quarantined,2025-07-19,2312,1423,103,68574
SHP-035-2,LOT-035-B,NDC-0006-5333-01,10,3,DEPOT-HH,Quarantined,2025-08-02,2312,1323,215,24658
SHP-006-3,LOT-006-C,NDC-0006-5333-01,36,3,DEPOT-HH,Delivered,2025-09-21,2312,1011,100,84343
SHP-015-1,LOT-015-A,NDC-0006-5333-01,17,3,DEPOT-NJ,Delivered,2025-07-07,2262,1099,340,39893
SHP-054-3,LOT-054-C,NDC-0006-5333-01,24,3,DEPOT-NJ,Quarantined,2025-10-02,2262,1249,290,55827
SHP-054-3,LOT-054-C,NDC-0006-5333-01,24,3,DEPOT-NJ,Delivered,2025-10-05,2262,1440,237,55965
SHP-005-1,LOT-005-A,NDC-0006-5332-01,41,2,DEPOT-NJ,Delivered,2025-07-15,1622,1480,391,68373
SHP-056-1,LOT-056-A,NDC-0006-5332-01,33,2,DEPOT-TYO,Delivered,2025-08-07,1701,507,338,56978
SHP-030-1,LOT-030-A,NDC-0006-5331-01,31,1,DEPOT-HH,Delivered,2025-07-06,1416,1452,333,45681
SHP-022-2,LOT-022-B,NDC-0006-5331-01,12,1,DEPOT-NJ,Quarantined,2025-08-12,1507,777,320,19181
SHP-005-2,LOT-005-B,NDC-0006-5332-01,16,2,DEPOT-NJ,Quarantined,2025-08-17,1701,1164,288,28668
SHP-023-3,LOT-023-C,NDC-0006-5331-01,30,1,DEPOT-HH,Quarantined,2025-09-13,1416,658,359,43497
SHP-025-2,LOT-025-B,NDC-0006-5333-01,17,3,DEPOT-HH,Delivered,2025-07-31,2262,1313,291,40058
SHP-037-3,LOT-037-C,NDC-0006-5333-01,19,3,DEPOT-BLR,Quarantined,2025-09-24,2262,609,183,43770
SHP-012-3,LOT-012-C,NDC-0006-5331-01,14,1,DEPOT-HH,Delivered,2025-10-05,1507,923,314,22335
SHP-028-1,LOT-028-A,NDC-0006-5332-01,32,2,DEPOT-TYO,Delivered,2025-07-28,1622,1304,247,53455
SHP-037-3,LOT-037-C,NDC-0006-5333-01,19,3,DEPOT-BLR,Delivered,2025-10-03,2312,1052,159,45139
SHP-012-2,LOT-012-B,NDC-0006-5333-01,6,3,DEPOT-HH,Quarantined,2025-08-02,2312,570,149,14591
SHP-052-1,LOT-052-A,NDC-0006-5333-01,32,3,DEPOT-NJ,Delivered,2025-07-21,2262,738,211,73333
SHP-025-3,LOT-025-C,NDC-0006-5331-01,31,1,DEPOT-HH,Quarantined,2025-09-16,1507,911,203,47831
SHP-029-2,LOT-029-B,NDC-0006-5331-01,8,1,DEPOT-TYO,Delivered,2025-07-27,1416,1189,100,12617
SHP-023-3,LOT-023-C,NDC-0006-5331-01,30,1,DEPOT-HH,Quarantined,2025-10-05,1510,1214,393,46907
SHP-051-1,LOT-051-A,NDC-0006-5331-01,28,1,DEPOT-HH,Delivered,2025-07-05,1510,939,276,43495
SHP-017-1,LOT-017-A,NDC-0006-5331-01,38,1,DEPOT-HH,Quarantined,2025-07-17,1507,505,336,58107
SHP-023-3,LOT-023-C,NDC-0006-5333-01,33,3,DEPOT-HH,Delivered,2025-09-30,2312,1027,382,77705
SHP-044-3,LOT-044-C,NDC-0006-5333-01,23,3,DEPOT-NJ,Delivered,2025-09-19,2262,1280,286,53592
SHP-020-2,LOT-020-B,NDC-0006-5333-01,10,3,DEPOT-HH,Delivered,2025-08-09,2262,862,172,23654
SHP-003-3,LOT-003-C,NDC-0006-5333-01,22,3,DEPOT-BLR,Quarantined,2025-10-01,2262,1021,253,51038
SHP-038-2,LOT-038-B,NDC-0006-5331-01,16,1,DEPOT-NJ,Delivered,2025-08-18,1507,1223,301,25636
