depot_id,lot_id,storage_bin,qty_on_hand,cycle_count_dt
DEPOT-NJ,LOT-034-B,BIN-0847,0,2025-07-25
DEPOT-HH,LOT-053-A,BIN-1871,0,2025-07-20
DEPOT-TYO,LOT-010-A,BIN-1432,0,2025-07-11
DEPOT-NJ,LOT-051-A,BIN-1607,0,2025-07-29
DEPOT-HH,LOT-053-B,BIN-1114,0,2025-07-28
DEPOT-HH,LOT-046-A,BIN-1521,0,2025-07-16
DEPOT-HH,LOT-052-C,BIN-0337,0,2025-07-04
DEPOT-NJ,LOT-005-B,BIN-1165,0,2025-07-13
DEPOT-HH,LOT-042-C,BIN-0525,0,2025-07-09
DEPOT-NJ,LOT-010-B,BIN-0053,0,2025-07-28
DEPOT-BLR,LOT-010-B,BIN-0868,0,2025-07-09
DEPOT-HH,LOT-018-A,BIN-0859,0,2025-07-25
DEPOT-TYO,LOT-016-A,BIN-0337,0,2025-07-25
DEPOT-HH,LOT-013-B,BIN-1468,0,2025-07-05
DEPOT-NJ,LOT-052-A,BIN-1421,0,2025-07-19
DEPOT-NJ,LOT-009-B,BIN-0575,0,2025-07-30
DEPOT-HH,LOT-046-B,BIN-1805,0,2025-07-19
DEPOT-NJ,LOT-058-B,BIN-1208,0,2025-07-17
DEPOT-HH,LOT-028-C,BIN-0383,0,2025-07-12
DEPOT-NJ,LOT-057-B,BIN-1672,0,2025-07-24
DEPOT-HH,LOT-028-C,BIN-1656,0,2025-07-16
DEPOT-NJ,LOT-017-B,BIN-1162,0,2025-07-06
DEPOT-HH,LOT-029-C,BIN-1235,0,2025-07-22
DEPOT-NJ,LOT-011-C,BIN-1616,0,2025-07-26
DEPOT-BLR,LOT-037-B,BIN-1339,0,2025-07-09
DEPOT-HH,LOT-051-C,BIN-0984,0,2025-07-25
DEPOT-BLR,LOT-017-C,BIN-0713,0,2025-07-21
DEPOT-TYO,LOT-032-A,BIN-1255,0,2025-07-24
DEPOT-HH,LOT-006-A,BIN-0478,0,2025-07-09
DEPOT-NJ,LOT-049-C,BIN-1778,0,2025-07-11
DEPOT-TYO,LOT-017-C,BIN-1424,0,2025-07-04
DEPOT-TYO,LOT-009-A,BIN-0012,0,2025-07-31
DEPOT-HH,LOT-019-B,BIN-0391,0,2025-07-07
DEPOT-HH,LOT-001-C,BIN-1290,0,2025-07-25
DEPOT-TYO,LOT-007-A,BIN-1434,0,2025-07-07
DEPOT-NJ,LOT-009-A,BIN-0461,0,2025-07-04
DEPOT-HH,LOT-035-A,BIN-1724,0,2025-07-05
DEPOT-HH,LOT-047-A,BIN-0027,0,2025-07-14
DEPOT-HH,LOT-031-B,BIN-0309,0,2025-07-19
DEPOT-BLR,LOT-011-C,BIN-1311,0,2025-07-24
DEPOT-HH,LOT-017-C,BIN-1073,0,2025-07-11
DEPOT-HH,LOT-059-C,BIN-0322,0,2025-07-12
DEPOT-HH,LOT-041-A,BIN-0334,0,2025-07-03
DEPOT-HH,LOT-003-A,BIN-1327,0,2025-07-03
DEPOT-HH,LOT-005-B,BIN-1003,0,2025-07-30
DEPOT-NJ,LOT-054-B,BIN-0688,0,2025-07-21
DEPOT-HH,LOT-058-C,BIN-1475,0,2025-07-23
DEPOT-NJ,LOT-058-B,BIN-1059,0,2025-07-30
DEPOT-NJ,LOT-040-C,BIN-1058,0,2025-07-20
DEPOT-TYO,LOT-035-A,BIN-1512,0,2025-07-31
DEPOT-NJ,LOT-010-A,BIN-0501,0,2025-07-16
DEPOT-NJ,LOT-008-C,BIN-1788,0,2025-07-31
DEPOT-TYO,LOT-052-B,BIN-1865,0,2025-07-28
DEPOT-NJ,LOT-056-A,BIN-1309,0,2025-07-16
DEPOT-HH,LOT-047-A,BIN-0283,0,2025-07-24
DEPOT-HH,LOT-020-A,BIN-1532,0,2025-07-07
DEPOT-HH,LOT-035-B,BIN-1563,0,2025-07-09
DEPOT-TYO,LOT-022-A,BIN-1711,0,2025-07-27
DEPOT-HH,LOT-006-B,BIN-1268,0,2025-07-10
DEPOT-HH,LOT-002-B,BIN-1308,0,2025-07-03
DEPOT-HH,LOT-012-B,BIN-0518,0,2025-07-05
DEPOT-NJ,LOT-017-A,BIN-1313,0,2025-07-03
DEPOT-TYO,LOT-009-C,BIN-1713,0,2025-07-27
DEPOT-HH,LOT-056-C,BIN-0936,0,2025-07-30
DEPOT-NJ,LOT-009-B,BIN-0024,0,2025-07-20
DEPOT-BLR,LOT-036-B,BIN-0052,0,2025-07-29
DEPOT-HH,LOT-041-A,BIN-1951,0,2025-07-31
DEPOT-BLR,LOT-049-B,BIN-1226,0,2025-07-10
DEPOT-HH,LOT-001-C,BIN-0180,0,2025-07-13
DEPOT-HH,LOT-034-C,BIN-1642,0,2025-07-09
DEPOT-HH,LOT-031-B,BIN-0831,0,2025-07-25
DEPOT-HH,LOT-032-A,BIN-1154,0,2025-07-26
DEPOT-NJ,LOT-036-B,BIN-1343,0,2025-07-27
DEPOT-HH,LOT-049-A,BIN-1546,0,2025-07-12
DEPOT-HH,LOT-022-A,BIN-0292,0,2025-07-25
DEPOT-NJ,LOT-056-A,BIN-0223,0,2025-07-25
DEPOT-HH,LOT-058-C,BIN-1482,0,2025-07-26
DEPOT-HH,LOT-048-B,BIN-0371,0,2025-07-22
DEPOT-NJ,LOT-039-C,BIN-1955,0,2025-07-19
DEPOT-HH,LOT-047-B,BIN-0559,0,2025-07-17
DEPOT-NJ,LOT-012-B,BIN-0840,0,2025-07-30
DEPOT-HH,LOT-041-A,BIN-0326,0,2025-07-07
DEPOT-BLR,LOT-016-C,BIN-1411,0,2025-07-13
DEPOT-HH,LOT-023-B,BIN-0954,0,2025-07-17
DEPOT-HH,LOT-013-C,BIN-1037,0,2025-08-01
DEPOT-HH,LOT-039-C,BIN-0760,0,2025-07-13
DEPOT-NJ,LOT-053-A,BIN-1367,0,2025-07-11
DEPOT-TYO,LOT-024-A,BIN-1998,0,2025-07-05
DEPOT-HH,LOT-036-C,BIN-1409,0,2025-07-05
DEPOT-BLR,LOT-053-B,BIN-0143,0,2025-07-10
DEPOT-TYO,LOT-059-C,BIN-1941,0,2025-07-14
DEPOT-HH,LOT-010-B,BIN-0401,0,2025-07-31
DEPOT-HH,LOT-052-C,BIN-1926,0,2025-07-13
DEPOT-BLR,LOT-029-C,BIN-1704,0,2025-07-28
DEPOT-TYO,LOT-034-C,BIN-1479,0,2025-07-10
DEPOT-HH,LOT-002-B,BIN-0465,0,2025-07-26
DEPOT-HH,LOT-009-A,BIN-0483,0,2025-07-19
DEPOT-HH,LOT-002-B,BIN-1525,0,2025-07-18
DEPOT-HH,LOT-024-C,BIN-0280,0,2025-07-11
DEPOT-HH,LOT-029-C,BIN-1269,0,2025-07-11
DEPOT-HH,LOT-009-B,BIN-1273,0,2025-07-30
DEPOT-NJ,LOT-054-A,BIN-0378,0,2025-07-11
DEPOT-NJ,LOT-017-C,BIN-0618,0,2025-07-14
DEPOT-NJ,LOT-056-A,BIN-0551,0,2025-07-25
DEPOT-HH,LOT-030-A,BIN-0522,0,2025-07-17
DEPOT-NJ,LOT-044-B,BIN-0941,0,2025-07-21
DEPOT-BLR,LOT-056-C,BIN-0114,0,2025-07-19
DEPOT-NJ,LOT-015-A,BIN-1408,0,2025-07-16
DEPOT-NJ,LOT-020-B,BIN-0317,0,2025-07-17
DEPOT-HH,LOT-048-B,BIN-1343,0,2025-07-15
DEPOT-NJ,LOT-048-A,BIN-0026,0,2025-07-19
DEPOT-TYO,LOT-050-C,BIN-0665,0,2025-07-20
DEPOT-HH,LOT-039-C,BIN-1199,0,2025-07-11
DEPOT-TYO,LOT-002-B,BIN-1993,0,2025-07-22
DEPOT-HH,LOT-019-A,BIN-1740,0,2025-07-21
DEPOT-HH,LOT-046-A,BIN-0101,0,2025-07-16
DEPOT-NJ,LOT-012-B,BIN-1043,0,2025-07-22
DEPOT-HH,LOT-032-C,BIN-1776,0,2025-07-21
DEPOT-HH,LOT-028-C,BIN-0135,0,2025-07-07
DEPOT-HH,LOT-047-C,BIN-0794,0,2025-08-01
DEPOT-HH,LOT-047-A,BIN-1644,0,2025-07-24
DEPOT-TYO,LOT-038-B,BIN-1405,0,2025-08-01
DEPOT-NJ,LOT-054-C,BIN-0503,0,2025-07-05
DEPOT-HH,LOT-001-B,BIN-0391,0,2025-07-07
DEPOT-HH,LOT-016-C,BIN-0656,0,2025-07-22
DEPOT-HH,LOT-018-B,BIN-1731,0,2025-07-19
DEPOT-HH,LOT-041-A,BIN-0287,0,2025-07-05
DEPOT-HH,LOT-019-A,BIN-1773,0,2025-07-10
DEPOT-TYO,LOT-008-C,BIN-1406,0,2025-07-30
DEPOT-HH,LOT-045-B,BIN-0961,0,2025-07-18
DEPOT-BLR,LOT-042-C,BIN-1927,0,2025-07-19
DEPOT-HH,LOT-036-A,BIN-1358,0,2025-07-05
DEPOT-NJ,LOT-013-A,BIN-0719,0,2025-07-10
DEPOT-HH,LOT-019-B,BIN-0842,0,2025-07-14
DEPOT-HH,LOT-056-C,BIN-1155,0,2025-07-14
DEPOT-HH,LOT-022-C,BIN-0999,0,2025-07-16
DEPOT-NJ,LOT-052-B,BIN-1276,0,2025-07-27
DEPOT-HH,LOT-056-B,BIN-0262,0,2025-07-22
DEPOT-NJ,LOT-019-C,BIN-1728,0,2025-07-03
DEPOT-TYO,LOT-009-C,BIN-1704,0,2025-07-03
DEPOT-NJ,LOT-051-C,BIN-0789,0,2025-07-09
DEPOT-NJ,LOT-037-A,BIN-0217,0,2025-07-13
DEPOT-BLR,LOT-052-C,BIN-1325,0,2025-07-05
DEPOT-TYO,LOT-059-A,BIN-1900,0,2025-07-20
DEPOT-NJ,LOT-041-C,BIN-0012,0,2025-07-07
DEPOT-NJ,LOT-039-B,BIN-0766,0,2025-07-11
DEPOT-NJ,LOT-052-C,BIN-0347,0,2025-07-12
DEPOT-NJ,LOT-033-B,BIN-0948,0,2025-07-19
DEPOT-TYO,LOT-038-C,BIN-0259,0,2025-07-21
DEPOT-HH,LOT-028-B,BIN-1960,0,2025-07-28
DEPOT-HH,LOT-023-A,BIN-1876,0,2025-07-30
DEPOT-HH,LOT-038-B,BIN-0220,0,2025-07-26
DEPOT-HH,LOT-024-C,BIN-1372,0,2025-07-11
DEPOT-HH,LOT-010-C,BIN-1909,0,2025-07-20
DEPOT-HH,LOT-049-A,BIN-0316,0,2025-07-16
DEPOT-BLR,LOT-032-A,BIN-0489,0,2025-07-04
DEPOT-HH,LOT-028-B,BIN-0471,0,2025-07-26
DEPOT-HH,LOT-053-B,BIN-1990,0,2025-07-07
DEPOT-HH,LOT-001-C,BIN-1054,0,2025-07-09
DEPOT-BLR,LOT-024-C,BIN-1548,0,2025-07-10
DEPOT-HH,LOT-023-B,BIN-0085,0,2025-07-17
DEPOT-NJ,LOT-044-C,BIN-0429,0,2025-08-01
DEPOT-NJ,LOT-054-A,BIN-1766,0,2025-07-12
DEPOT-HH,LOT-044-C,BIN-0571,0,2025-07-12
DEPOT-NJ,LOT-041-A,BIN-1380,0,2025-07-09
DEPOT-BLR,LOT-038-C,BIN-0114,0,2025-07-27
DEPOT-HH,LOT-041-A,BIN-1138,0,2025-07-22
DEPOT-HH,LOT-016-A,BIN-1172,0,2025-07-04
DEPOT-NJ,LOT-035-B,BIN-0589,0,2025-07-03
